row_id,time_of_day_hr,visibility_m,rain_intensity_mmhr,road_wetness_pct,noise_level_db,ambient_temperature_c,humidity_pct,camera_exposure_score,camera_focus_score,lane_marking_visibility_pct,signal_wait_time_s
EVT_00605,20.57,984.1,0.0,5.4,42.0,27.4,61.3,8.6,83.2,92.1,35.0
EVT_00920,6.59,1971.4,3.23,65.7,,27.4,66.0,56.7,78.8,61.5,0.0
EVT_01822,8.53,2524.2,0.0,1.3,54.1,17.2,65.4,55.9,95.4,80.0,13.0
EVT_00769,13.48,2008.8,0.0,55.9,55.9,31.0,48.9,57.5,83.6,85.7,33.0
EVT_00265,17.84,2029.3,0.0,12.6,68.8,33.4,62.9,31.6,90.6,100.0,48.0
EVT_00105,8.19,2175.5,0.92,26.8,52.7,19.2,70.9,,77.0,93.0,32.0
EVT_00244,2.38,900.1,0.0,13.5,46.3,22.6,74.9,8.9,83.2,72.0,13.0
EVT_00634,23.29,903.7,0.0,0.6,48.0,20.1,64.0,9.2,99.2,73.5,25.0
EVT_00044,8.26,2355.5,0.0,3.3,53.7,22.0,84.2,77.0,82.9,88.0,18.0
EVT_01655,10.27,2253.0,0.0,7.2,53.5,26.7,69.8,68.9,86.7,71.9,28.0
EVT_01664,18.05,2401.0,0.0,1.5,55.9,28.3,69.6,39.5,95.3,100.0,25.0
EVT_00352,6.2,2175.5,0.0,15.3,52.6,28.6,71.0,18.4,70.8,82.4,22.0
EVT_01833,3.93,1151.3,3.33,46.8,47.5,21.2,70.9,32.3,75.5,83.7,
EVT_00945,19.02,851.0,0.32,45.4,60.3,31.4,62.7,22.0,66.2,75.2,17.0
EVT_00287,22.95,861.2,10.2,43.5,48.7,26.6,70.3,31.9,80.2,,1.0
EVT_01853,14.14,1820.3,2.93,57.2,51.1,31.0,72.9,75.0,75.9,76.3,25.0
EVT_00218,8.27,1567.4,8.72,44.9,60.7,18.4,74.4,54.2,89.3,76.8,87.0
EVT_00002,17.87,2175.1,3.54,33.0,62.1,30.4,72.5,20.1,83.6,79.1,56.0
EVT_01604,14.44,2368.2,0.0,2.4,46.4,34.1,56.8,80.6,77.5,75.9,61.0
EVT_01647,17.75,1998.1,0.0,16.5,,32.8,64.7,41.6,86.1,86.0,76.0
EVT_01905,9.5,1689.4,2.32,36.0,60.8,27.9,76.5,79.5,92.0,77.9,34.0
EVT_00022,23.2,1049.3,0.0,23.3,56.2,22.1,69.8,0.0,77.3,79.5,3.0
EVT_00398,5.74,320.4,20.99,65.0,69.9,18.6,100.0,18.1,73.5,61.4,
EVT_01130,15.83,1622.8,0.7,22.4,58.8,35.7,54.5,79.4,81.7,77.6,38.0
EVT_01413,8.77,1895.3,0.0,7.7,55.9,27.2,67.8,57.6,82.1,92.7,6.0
EVT_00831,14.64,1656.9,0.0,1.9,63.4,33.1,65.5,73.5,83.9,99.0,21.0
EVT_00734,17.61,1721.0,4.96,42.9,60.2,,84.9,31.6,88.7,78.8,59.0
EVT_00650,8.23,1245.9,14.49,61.8,67.7,22.2,100.0,57.3,70.7,75.1,24.0
EVT_00590,12.87,1774.1,1.01,21.8,50.9,34.5,66.1,68.3,96.4,99.2,25.0
EVT_01750,13.32,1969.1,0.0,0.8,47.5,28.1,66.6,83.1,90.6,83.4,31.0
EVT_01260,7.25,1745.9,0.0,2.1,62.6,25.7,63.5,62.4,73.4,81.1,15.0
EVT_01652,23.39,509.5,11.89,68.9,60.9,19.8,89.9,24.0,90.2,56.2,34.0
EVT_00411,17.89,2082.9,0.0,20.6,56.2,33.9,74.8,52.5,92.9,87.3,14.0
EVT_00020,23.32,1888.8,0.0,8.8,49.7,23.3,66.6,37.2,83.3,75.7,28.0
EVT_01045,11.91,1906.2,4.71,52.9,63.5,27.3,70.3,69.3,76.4,96.8,52.0
EVT_00384,18.16,1897.3,12.12,54.3,61.3,34.2,92.5,27.1,78.4,56.8,15.0
EVT_01674,8.84,1986.0,0.0,7.4,61.3,30.6,78.0,56.9,99.0,85.6,66.0
EVT_01295,13.65,2124.9,0.0,0.9,65.4,30.2,46.6,82.7,100.0,70.1,
EVT_01901,11.82,1951.5,3.31,29.5,51.0,22.6,75.0,76.0,80.6,95.6,93.0
EVT_00546,23.96,927.9,0.0,6.1,51.1,22.8,62.5,15.4,89.2,98.3,24.0
EVT_01403,21.49,1215.2,0.0,2.0,47.5,23.4,62.7,20.2,93.3,98.3,29.0
EVT_00078,14.53,1824.4,0.0,9.6,50.3,35.3,57.3,61.3,94.9,96.4,27.0
EVT_00139,9.18,2259.8,0.0,3.0,60.2,27.2,62.1,74.5,93.0,100.0,81.0
EVT_00366,6.17,1031.6,0.0,2.9,73.8,22.1,76.7,23.6,76.1,87.9,43.0
EVT_00129,5.13,1027.3,0.0,10.1,58.3,30.9,63.5,24.2,89.9,100.0,67.0
EVT_01248,10.95,2683.8,0.0,1.3,54.5,28.7,58.3,88.9,79.0,78.6,2.0
EVT_00615,17.25,2154.1,0.0,0.5,50.4,29.8,64.7,61.3,76.3,78.9,52.0
EVT_01164,5.55,1219.0,0.0,10.0,49.6,26.6,49.0,15.6,76.9,100.0,23.0
EVT_01555,9.02,1729.5,0.0,6.0,58.0,24.5,68.3,72.7,88.0,95.7,40.0
EVT_00169,23.74,807.2,0.5,46.7,40.9,20.6,59.2,31.9,76.2,85.6,17.0
EVT_01743,21.73,657.4,0.1,33.4,48.5,22.3,64.3,10.6,89.0,76.0,19.0
EVT_00949,18.08,2282.8,0.0,1.4,58.6,32.2,55.0,38.3,91.0,93.1,19.0
EVT_01872,6.6,1847.5,6.95,58.9,59.0,19.7,71.3,29.9,89.4,75.6,14.0
EVT_01252,7.34,1617.1,11.73,55.5,55.1,25.5,89.0,26.0,79.6,82.3,10.0
EVT_00194,3.96,824.4,4.09,41.7,58.1,21.1,78.8,35.5,93.0,76.3,21.0
EVT_00786,18.68,1964.2,2.4,29.8,62.1,19.4,84.8,28.2,96.0,73.9,60.0
EVT_00880,22.41,772.7,0.84,40.2,57.8,21.6,60.1,10.9,87.0,85.5,23.0
EVT_00275,11.65,2303.3,0.0,38.3,49.5,39.1,57.2,60.6,81.6,59.6,41.0
EVT_00160,15.73,2182.3,2.52,54.5,54.2,33.1,67.6,53.4,78.1,73.9,46.0
EVT_00960,23.17,1692.4,0.0,13.1,54.4,21.7,50.5,13.4,100.0,66.6,49.0
EVT_00423,10.48,2236.3,2.82,21.0,57.1,24.6,74.0,71.2,91.2,68.6,3.0
EVT_00376,13.57,2235.3,0.0,12.8,66.1,32.1,59.3,88.9,79.2,83.1,56.0
EVT_00270,9.3,2251.3,0.0,0.5,52.1,28.3,57.6,84.9,81.5,100.0,94.0
EVT_01494,16.77,2379.7,1.41,26.2,64.5,31.3,59.3,46.4,86.1,96.0,50.0
EVT_00586,23.35,787.7,3.34,37.1,42.8,18.0,78.0,10.3,94.5,89.1,8.0
EVT_00487,19.87,734.0,0.0,11.2,54.3,22.4,69.8,34.2,93.6,64.3,30.0
EVT_00671,20.5,1047.3,4.23,36.3,56.8,21.2,71.4,6.0,87.1,86.3,50.0
EVT_01116,23.65,1116.4,0.0,0.8,55.8,24.0,65.5,29.6,79.9,56.7,1.0
EVT_01321,8.22,2193.1,0.0,10.7,51.5,29.8,62.2,40.5,90.3,91.1,10.0
EVT_01952,6.18,717.7,0.0,7.1,48.6,20.4,63.7,33.2,82.9,82.5,41.0
EVT_01088,18.64,2154.5,0.0,0.5,58.1,25.3,68.0,16.2,86.1,100.0,0.0
EVT_00142,10.02,2484.7,0.0,20.4,51.9,24.2,76.2,93.9,76.9,85.6,9.0
EVT_01596,12.91,1907.8,0.0,10.0,51.8,30.3,,82.7,85.5,99.1,23.0
EVT_01284,12.8,2273.7,0.0,9.7,62.6,31.9,,71.9,82.0,96.0,30.0
EVT_01273,13.81,2180.4,,1.1,48.7,33.8,49.8,76.5,78.3,80.7,7.0
EVT_00302,23.27,702.7,8.99,45.0,60.2,22.6,77.7,,91.7,74.0,12.0
EVT_00434,17.44,1152.9,10.16,56.3,58.2,27.5,78.4,27.1,94.8,68.2,33.0
EVT_00045,17.0,1512.8,10.85,49.7,69.3,28.3,90.9,58.9,81.6,81.4,51.0
EVT_01036,7.1,2380.4,0.0,3.5,57.1,24.7,64.1,46.3,93.2,92.4,
EVT_01518,15.89,2091.5,0.0,0.8,63.4,30.5,60.7,66.0,80.3,83.8,73.0
EVT_01612,5.7,1033.4,0.0,3.5,42.1,18.2,59.0,21.3,95.0,77.4,52.0
EVT_01802,1.5,836.4,0.0,7.7,51.0,24.3,57.7,4.9,92.6,96.7,63.0
EVT_01234,15.43,2013.4,0.0,0.2,56.1,32.8,50.2,65.7,100.0,100.0,21.0
EVT_00070,19.74,605.3,0.0,1.6,53.9,21.3,68.6,20.0,86.3,94.9,72.0
EVT_00484,3.07,808.3,0.0,1.1,58.4,17.7,64.6,44.9,99.5,98.1,20.0
EVT_00387,12.92,2032.5,0.0,10.3,56.3,34.0,58.7,72.3,88.0,88.1,18.0
EVT_00293,13.31,2216.5,6.84,50.8,62.6,27.2,64.4,88.9,84.4,97.1,16.0
EVT_01944,16.85,1764.8,9.2,71.3,,25.6,89.1,44.0,87.9,70.3,43.0
EVT_00819,4.08,1026.1,0.0,7.3,53.9,17.0,83.4,19.9,86.7,77.8,0.0
EVT_00575,17.12,1979.2,1.42,56.1,54.2,25.6,70.0,29.4,80.8,71.2,
EVT_01526,6.45,2368.9,0.0,0.2,58.7,19.4,69.8,21.7,90.5,82.1,58.0
EVT_01883,5.81,1063.5,0.54,26.5,54.0,23.1,,29.3,94.6,82.9,43.0
EVT_D0025,6.16,1212.7,0.0,8.8,60.1,22.4,66.7,21.2,75.1,73.9,43.0
EVT_00405,17.22,1691.8,0.0,9.7,59.0,,60.1,23.6,86.6,98.5,
EVT_00211,21.77,717.2,0.0,1.9,52.9,26.7,57.4,24.2,86.2,82.8,24.0
EVT_01064,13.61,2264.8,3.4,36.9,63.4,32.9,65.5,86.7,94.3,88.8,42.0
EVT_00033,13.48,2283.1,0.0,1.5,48.2,30.9,60.2,71.8,92.2,79.0,55.0
EVT_00255,7.29,1868.0,0.0,4.3,65.6,22.9,63.1,31.8,91.7,83.0,35.0
EVT_01332,20.08,1717.5,0.0,29.9,56.9,29.6,54.4,12.5,89.8,94.5,40.0
EVT_01607,12.2,1854.3,0.0,0.6,53.3,26.0,69.0,76.2,81.7,89.8,
EVT_01196,17.67,2049.9,1.07,29.8,68.7,35.4,55.4,27.8,95.7,76.7,31.0
EVT_00841,17.27,1977.8,0.0,,64.5,34.6,49.2,38.7,89.4,91.8,
EVT_00699,18.97,2592.4,0.0,10.9,65.7,30.3,67.6,20.0,84.4,84.5,0.0
EVT_00415,17.77,2469.1,0.0,16.9,50.6,32.3,78.1,34.2,78.2,74.7,31.0
EVT_00210,17.37,2383.1,1.8,59.2,64.9,38.8,65.6,50.2,73.4,76.3,57.0
EVT_01524,12.79,2125.5,4.44,58.2,60.4,28.8,82.6,86.7,80.2,67.8,33.0
EVT_00716,21.4,1170.2,0.0,1.4,63.7,20.3,68.3,40.5,89.6,97.0,19.0
EVT_00065,6.91,2205.6,0.0,3.2,56.0,24.1,57.8,39.0,74.0,92.8,31.0
EVT_01282,7.34,2480.7,0.0,11.0,55.6,26.7,63.8,67.5,86.1,100.0,25.0
EVT_01266,1.65,959.3,0.0,0.8,42.1,19.2,62.3,21.5,78.7,90.0,6.0
EVT_01473,8.86,2032.6,0.0,4.7,59.0,31.0,59.8,57.7,83.9,92.6,112.0
EVT_01368,13.16,2706.0,0.49,23.3,52.1,28.3,64.3,76.0,80.6,85.3,12.0
EVT_01392,16.73,2179.3,0.0,7.8,54.7,30.2,61.8,45.7,96.9,100.0,8.0
EVT_01067,22.72,1041.1,0.0,6.2,52.5,26.5,59.3,26.7,81.7,82.0,0.0
EVT_01879,17.29,2239.7,0.0,4.5,61.8,34.6,75.9,49.1,86.9,99.8,45.0
EVT_01835,11.63,1728.9,0.0,6.5,62.3,34.1,63.5,69.4,69.7,76.5,43.0
EVT_01087,20.0,1400.9,0.0,8.1,54.6,22.4,61.1,16.8,86.4,70.8,27.0
EVT_01619,16.16,2063.1,0.0,1.1,51.4,28.0,68.2,53.0,100.0,100.0,64.0
EVT_01780,3.66,903.1,5.28,56.8,70.2,14.7,68.0,20.0,89.5,69.0,53.0
EVT_00448,7.78,1337.5,2.43,32.1,59.5,24.1,65.1,46.2,88.9,97.9,
EVT_00926,6.8,1544.1,2.34,48.0,61.6,27.8,74.4,38.5,93.7,84.4,4.0
EVT_00502,2.75,689.3,0.0,11.5,54.7,20.0,80.1,12.2,83.6,72.4,63.0
EVT_01030,9.18,1893.3,3.51,56.1,61.2,28.6,74.5,96.2,97.0,69.6,43.0
EVT_01097,7.65,1949.6,1.16,32.5,59.2,24.7,51.0,16.2,87.7,77.7,59.0
EVT_00863,7.03,1768.8,8.68,,50.5,20.1,73.6,38.0,85.5,83.0,8.0
EVT_00789,7.01,2029.2,0.0,5.4,61.1,25.1,61.8,30.1,80.6,91.2,10.0
EVT_00694,12.02,1857.5,5.39,48.6,68.4,26.4,62.1,92.1,96.4,94.2,94.0
EVT_01335,10.32,1717.9,0.0,0.4,63.7,24.6,62.6,72.4,90.4,91.2,88.0
EVT_00729,5.8,1154.9,0.0,1.2,52.0,17.5,63.8,32.1,91.6,88.3,18.0
EVT_00983,8.7,1801.9,0.0,39.3,56.9,26.6,72.4,77.1,80.2,83.7,62.0
EVT_00693,17.16,1017.3,20.44,80.3,63.7,31.7,100.0,58.4,78.8,51.4,40.0
EVT_D0028,17.84,1521.9,10.28,38.2,59.5,33.1,68.4,19.5,71.3,75.8,9.0
EVT_01142,7.13,1629.2,0.0,38.2,,21.8,67.8,41.1,94.6,75.5,11.0
EVT_00788,9.33,2361.2,0.0,4.5,57.5,24.0,68.4,66.8,96.7,100.0,75.0
EVT_01921,7.88,2477.0,0.0,8.3,57.0,25.2,62.6,,93.8,83.7,29.0
EVT_01065,21.55,1041.2,0.0,42.5,60.3,32.0,62.6,2.3,80.8,80.2,68.0
EVT_00147,9.72,1755.3,0.0,2.0,44.8,26.2,49.2,98.5,74.0,,55.0
EVT_00183,7.58,2368.0,0.0,0.3,48.5,24.8,75.5,47.0,94.8,97.3,36.0
EVT_D0003,21.46,700.1,0.0,3.1,53.8,28.6,60.1,15.6,98.3,59.1,17.0
EVT_01764,22.46,816.0,0.0,7.5,42.8,21.8,53.1,8.9,92.0,85.9,34.0
EVT_00762,20.63,996.2,0.0,4.1,57.2,31.7,58.7,17.6,87.1,,71.0
EVT_00579,21.63,810.1,0.0,25.8,51.6,26.0,69.6,23.0,86.1,69.6,13.0
EVT_00159,6.39,2338.0,0.0,11.1,57.3,21.2,78.9,38.7,100.0,78.9,39.0
EVT_00223,11.74,2778.1,1.44,29.2,51.7,24.4,,99.3,87.5,72.9,24.0
EVT_01024,7.71,1872.9,0.36,36.5,61.9,21.3,74.6,56.5,83.5,76.1,58.0
EVT_00267,7.93,1687.8,4.69,52.6,65.9,23.9,70.4,44.3,95.7,86.6,83.0
EVT_01274,15.54,1734.4,0.62,33.3,55.9,35.5,50.9,63.5,98.3,75.2,35.0
EVT_01707,7.06,1854.9,5.05,31.8,63.2,26.0,68.9,52.0,80.8,78.0,57.0
EVT_00116,15.75,1929.7,0.0,4.9,,29.9,56.7,55.2,83.6,100.0,48.0
EVT_00541,18.21,2193.4,0.0,1.6,59.4,30.6,67.7,35.4,79.5,87.0,49.0
EVT_01908,5.02,1239.3,0.0,0.3,62.9,25.5,71.5,17.3,80.5,84.7,0.0
EVT_00888,23.61,677.0,15.95,68.8,55.1,24.8,82.7,23.0,93.6,65.8,10.0
EVT_00153,12.96,1993.5,2.68,39.1,51.5,,69.2,90.7,91.4,88.9,40.0
EVT_00898,4.46,979.4,3.22,38.7,49.0,20.9,77.2,25.1,80.2,73.0,20.0
EVT_01779,15.58,2315.6,0.0,14.4,56.2,36.5,49.5,79.3,89.9,78.7,28.0
EVT_00216,18.82,2033.6,0.0,4.2,56.8,30.4,56.3,7.3,91.3,100.0,18.0
EVT_00989,13.81,1649.8,0.0,9.6,41.5,34.5,73.3,75.2,79.3,98.7,91.0
EVT_01800,9.07,941.9,11.38,52.4,65.4,24.9,88.9,53.0,95.3,44.3,21.0
EVT_00369,4.32,674.2,0.0,24.3,48.0,19.7,76.7,33.9,94.1,80.5,63.0
EVT_01126,14.07,1282.8,10.87,55.3,54.8,33.2,64.4,71.0,83.2,77.8,47.0
EVT_00809,18.96,2044.8,5.02,31.5,54.1,28.3,78.7,30.7,86.1,92.8,11.0
EVT_01967,5.03,917.5,0.0,14.6,,23.4,71.9,20.5,93.2,77.5,30.0
EVT_00102,8.53,1765.1,,2.1,56.1,24.5,66.0,77.4,89.8,74.8,89.0
EVT_01279,15.69,,1.95,41.6,51.4,37.9,57.2,69.3,88.9,65.3,11.0
EVT_00356,17.82,2005.7,4.65,32.3,47.5,29.1,74.5,46.0,86.8,91.7,48.0
EVT_01439,5.28,680.2,4.28,52.3,63.5,17.2,83.2,20.2,80.1,61.2,20.0
EVT_01114,9.38,1818.0,1.49,49.6,60.2,26.7,62.6,70.5,77.8,89.7,29.0
EVT_00329,0.73,690.8,0.0,8.3,50.9,19.5,65.2,27.9,76.7,91.4,63.0
EVT_00853,22.7,855.1,0.0,5.8,54.5,23.6,75.5,21.7,77.9,100.0,12.0
EVT_01698,23.56,808.1,0.0,0.9,62.0,,62.8,17.2,75.7,,0.0
EVT_01430,8.14,2406.8,3.1,44.6,56.0,18.5,73.1,57.3,80.6,77.5,43.0
EVT_00913,18.96,2340.6,0.37,31.7,45.3,27.4,76.4,26.4,87.0,,56.0
EVT_01549,5.49,978.8,0.0,14.3,50.8,14.3,80.5,13.2,80.2,79.9,28.0
EVT_00670,22.34,782.2,4.74,44.4,64.1,19.7,82.0,27.2,77.2,73.8,2.0
EVT_01035,10.98,2791.6,0.0,18.9,67.8,28.0,80.1,85.6,83.1,77.8,37.0
EVT_01984,9.57,1561.2,3.02,45.4,56.2,25.6,79.5,67.3,74.3,77.7,7.0
EVT_00900,20.29,1309.3,0.0,6.4,55.6,25.0,76.4,20.4,97.5,100.0,20.0
EVT_01947,17.98,2135.2,0.0,1.6,55.8,27.4,74.0,20.2,88.6,100.0,46.0
EVT_01718,18.51,2089.3,4.66,58.4,57.9,28.0,58.9,5.2,83.2,90.5,35.0
EVT_00272,9.01,1394.1,0.0,18.8,50.4,22.5,75.4,65.9,100.0,85.5,
EVT_01884,9.86,2151.4,0.0,1.6,60.8,32.7,54.3,82.3,83.9,88.1,34.0
EVT_01152,23.43,733.3,0.66,48.6,53.0,19.9,74.1,25.4,100.0,60.5,12.0
EVT_00641,9.9,1341.5,11.22,54.0,,26.3,84.1,69.5,75.0,85.1,54.0
EVT_01235,13.99,2217.0,0.0,4.8,58.3,26.6,56.9,91.6,88.6,93.8,31.0
EVT_00712,3.86,1120.8,0.0,8.7,41.6,24.0,68.3,0.0,84.1,72.5,10.0
EVT_01875,1.81,1257.4,1.09,40.0,53.3,21.8,61.6,15.7,86.6,62.8,15.0
EVT_00288,18.87,2280.8,0.93,47.3,50.6,30.4,77.6,21.5,90.2,69.9,64.0
EVT_01741,13.64,2339.1,0.0,0.7,48.5,29.0,56.9,84.2,84.0,96.7,47.0
EVT_00939,5.93,766.1,0.87,45.4,53.2,22.0,72.8,26.5,82.4,73.3,52.0
EVT_01459,6.13,746.6,3.56,37.6,54.2,27.0,62.3,17.9,77.5,84.7,28.0
EVT_00468,9.78,2137.9,0.0,7.3,66.7,30.1,60.0,89.9,80.8,92.7,41.0
EVT_01706,17.94,2523.2,3.39,20.8,48.6,28.4,61.0,34.6,82.3,69.7,73.0
EVT_00463,15.62,2365.3,0.0,41.3,67.3,32.5,53.8,61.4,93.0,73.4,
EVT_00529,10.81,1638.6,0.0,3.9,54.6,22.4,78.8,94.6,80.0,80.7,2.0
EVT_D0004,16.2,2322.5,0.0,0.4,64.7,28.3,55.0,58.06,85.1,100.0,5.0
EVT_00877,9.12,2306.0,1.26,52.2,58.4,24.1,66.4,65.3,86.4,82.6,30.0
EVT_00084,7.11,1843.2,3.42,35.1,49.0,22.9,73.1,22.3,84.6,83.4,30.0
EVT_01980,21.93,644.1,9.4,89.2,66.7,29.5,82.4,18.7,92.0,61.3,31.0
EVT_01316,23.35,902.4,1.78,72.3,50.8,20.3,70.4,0.0,86.5,57.0,6.0
EVT_00013,12.02,1740.8,5.12,55.6,56.8,27.2,85.7,88.9,80.8,68.9,11.0
EVT_01485,4.55,1595.0,0.82,24.9,48.2,22.6,62.6,23.4,77.4,73.5,12.0
EVT_00953,20.82,678.3,4.93,37.7,68.6,23.4,64.4,11.0,80.5,81.4,97.0
EVT_01870,16.1,2069.0,0.0,2.1,56.4,34.7,39.1,62.7,91.9,77.9,50.0
EVT_01927,19.85,1654.0,0.0,8.5,53.8,27.1,72.7,14.7,85.1,100.0,33.0
EVT_01180,23.13,1067.9,0.0,12.9,54.5,17.8,57.3,26.1,83.6,78.9,29.0
EVT_01634,19.56,864.3,0.0,4.7,,24.9,49.2,34.0,78.1,80.6,0.0
EVT_01264,11.48,2041.7,0.0,5.8,61.3,30.6,63.4,87.6,85.3,77.4,27.0
EVT_00225,23.03,902.3,3.39,61.9,56.3,20.1,73.2,6.8,100.0,72.1,12.0
EVT_01890,14.73,2576.1,0.0,2.7,44.7,29.9,53.8,76.7,88.3,81.8,36.0
EVT_00035,8.31,2638.2,0.0,11.8,55.4,22.1,66.5,51.4,84.8,100.0,97.0
EVT_00928,9.33,,0.0,0.8,59.2,27.6,61.8,61.3,84.4,100.0,28.0
EVT_00222,1.59,1188.4,0.0,11.6,,22.4,,17.8,85.6,96.5,83.0
EVT_00176,13.56,972.6,17.63,71.5,65.9,21.8,94.4,87.1,87.8,68.7,21.0
EVT_01534,14.9,1926.0,3.18,30.5,61.4,32.2,58.8,78.7,81.5,82.0,0.0
EVT_00245,7.01,2255.1,0.0,0.1,52.4,21.1,65.0,45.6,98.9,99.5,50.0
EVT_00613,14.43,2299.3,0.0,3.7,58.7,32.0,51.8,74.9,73.0,86.4,95.0
EVT_01915,11.06,2464.6,0.0,1.2,44.3,31.4,71.4,77.2,88.3,92.5,13.0
EVT_00692,16.48,2339.3,0.0,11.3,49.3,30.8,66.4,39.2,88.2,100.0,27.0
EVT_00736,7.2,2295.0,0.0,6.1,57.9,21.8,59.1,36.0,78.4,86.4,49.0
EVT_01836,13.05,2035.4,0.0,1.2,52.5,34.4,54.0,92.1,76.7,88.9,59.0
EVT_01106,13.36,2034.8,0.0,16.9,62.4,26.8,64.8,99.9,94.3,94.1,38.0
EVT_01069,4.34,928.3,0.0,9.6,51.4,20.3,56.4,31.2,80.6,92.7,26.0
EVT_01545,17.92,1988.9,0.0,0.8,66.9,23.9,54.3,26.7,84.8,77.5,64.0
EVT_00709,12.02,2460.8,0.0,4.9,44.8,32.8,59.3,86.4,77.1,98.9,93.0
EVT_00764,6.2,1840.1,0.94,49.2,48.4,19.6,59.1,52.1,82.6,75.1,19.0
EVT_00391,23.3,480.9,8.14,51.0,51.7,22.4,85.4,16.4,76.6,79.2,4.0
EVT_01866,13.56,2303.1,0.0,24.9,55.9,24.1,61.1,59.1,83.3,83.1,2512.0
EVT_01225,17.84,1521.9,10.28,38.2,59.5,33.1,68.4,19.5,71.3,75.8,9.0
EVT_01600,12.3,2115.1,2.97,59.8,58.4,27.7,74.6,100.0,87.1,75.4,38.0
EVT_01453,5.17,747.8,2.51,31.6,64.7,18.7,80.7,15.2,98.9,77.3,2.0
EVT_01859,18.11,2187.1,0.0,8.8,46.8,32.5,58.4,41.2,84.3,85.2,51.0
EVT_00200,6.18,1179.4,2.23,49.5,55.2,25.3,64.2,29.7,92.5,57.7,40.0
EVT_00156,8.56,1908.9,0.0,1.8,56.7,22.8,66.8,59.7,78.1,85.9,44.0
EVT_01396,0.78,689.9,8.18,52.3,54.2,15.5,64.9,6.0,77.5,64.2,30.0
EVT_01254,9.32,1801.4,8.61,63.4,59.2,,84.9,79.8,75.8,71.0,16.0
EVT_00481,4.58,1041.6,0.0,6.0,,18.7,63.0,23.4,74.4,87.1,1.0
EVT_01205,8.57,2580.8,0.0,3.0,62.8,28.4,72.1,50.5,96.8,91.2,93.0
EVT_01536,17.42,2261.2,0.87,32.5,53.6,32.4,68.4,64.0,84.2,85.5,27.0
EVT_00399,6.38,1991.1,0.0,17.6,62.6,20.8,62.5,27.4,76.5,86.7,32.0
EVT_01182,12.86,2187.2,0.1,36.4,56.6,28.6,61.1,93.3,91.6,71.9,22.0
EVT_00903,22.04,940.6,0.0,8.6,65.8,28.6,63.7,40.1,79.6,76.5,36.0
EVT_00813,23.38,948.6,0.0,8.2,54.5,28.5,,6.8,88.2,90.6,0.0
EVT_01643,10.8,2159.9,0.23,37.7,49.7,26.9,69.0,89.9,87.7,100.0,64.0
EVT_00229,13.53,2141.5,0.0,1.6,56.9,31.0,51.0,56.3,85.0,100.0,33.0
EVT_00431,17.91,1628.9,0.0,29.3,54.1,27.8,58.4,38.5,86.3,89.2,26.0
EVT_01435,11.73,1658.9,0.0,8.8,54.3,28.8,76.7,73.7,84.8,93.7,28.0
EVT_00207,7.22,1954.4,0.0,1.9,62.6,24.7,53.7,34.3,69.4,97.1,76.0
EVT_01627,9.0,2140.5,0.0,19.3,53.1,25.4,1485.0,72.7,86.0,100.0,47.0
EVT_01687,9.39,2398.0,0.0,5.6,57.7,26.5,61.2,66.8,89.6,81.2,10.0
EVT_01169,19.9,699.8,0.0,0.5,53.0,29.6,59.7,0.0,82.0,76.4,
EVT_01497,18.67,1432.9,10.35,43.9,59.7,27.8,72.9,16.8,73.8,72.2,58.0
EVT_00228,6.69,1538.1,10.87,70.9,60.2,18.5,90.1,52.9,73.6,60.2,17.0
EVT_01471,6.57,2145.4,0.0,9.7,52.5,24.8,59.9,38.3,87.1,87.1,38.0
EVT_D0009,7.82,1970.5,,40.5,59.9,22.9,83.3,58.7,88.2,73.6,8.0
EVT_00397,23.24,1030.9,5.26,52.1,61.0,22.5,64.2,5.6,77.0,70.8,11.0
EVT_01975,7.44,2341.3,0.0,3.9,55.6,23.5,65.8,45.6,76.3,,41.0
EVT_01728,14.27,2201.1,0.0,32.0,60.3,32.5,57.9,67.0,82.3,94.6,
EVT_01509,11.41,1915.9,8.04,66.1,53.2,26.1,85.8,90.0,93.5,,27.0
EVT_00191,22.94,679.1,0.0,2.0,53.2,22.5,64.2,28.7,98.3,91.2,23.0
EVT_01214,14.32,1792.5,0.75,24.4,48.5,29.4,57.9,82.3,96.3,76.2,29.0
EVT_01050,23.5,656.2,0.0,1.6,48.1,19.0,65.2,16.1,88.6,81.1,70.0
EVT_01990,18.59,2056.3,0.48,43.2,58.1,25.2,57.5,54.5,90.1,90.0,38.0
EVT_01771,5.74,937.4,0.0,7.8,54.8,19.6,65.2,35.7,89.8,94.6,44.0
EVT_01554,7.03,2045.7,0.0,11.0,58.4,27.4,47.2,48.5,84.8,99.9,64.0
EVT_01017,9.79,1787.4,0.0,7.0,60.0,27.8,50.6,72.4,95.5,99.8,31.0
EVT_01900,18.89,1539.9,5.96,37.6,60.6,27.0,85.8,18.0,81.3,76.8,18.0
EVT_01243,21.09,912.8,0.0,7.8,51.8,25.2,74.7,4.8,73.0,92.6,40.0
EVT_00676,5.09,667.8,0.0,4.3,51.6,,54.1,13.4,91.7,82.1,20.0
EVT_01508,5.84,967.5,2.67,41.5,55.5,21.5,65.1,7.0,79.4,58.9,33.0
EVT_01913,16.11,1600.9,8.6,55.5,72.2,34.8,78.5,45.1,79.5,72.8,47.0
EVT_00691,16.93,2074.7,,30.0,,28.7,59.7,50.5,81.5,89.4,38.0
