row_id,avg_vehicle_speed_kmph,vehicle_count,pedestrian_count,road_occupancy_pct,incident_distance_m
EVT_01098,29,-151.25,39.4,22,145.8
EVT_00084,8,40.0,,13,41.1
EVT_01992,28,26.2,52.4,8,41.4
EVT_00468,67,31.2,45.1,7,75.6
EVT_00904,16,22.7,13.4,6,108.9
EVT_00647,7,26.9,15.0,2,79.4
EVT_01804,12,16.1,21.5,3,253.7
EVT_01238,30,16.5,74.7,6,44.9
EVT_00841,35,32.0,85.6,6,180.5
EVT_01915,0,43.9,25.7,9,133.2
EVT_00859,10,50.3,21.7,6,227.7
EVT_01415,6,22.0,6.4,0,280.7
EVT_00546,3,37.6,12.0,2,98.5
EVT_00002,39,14.3,36.9,9,4.6
EVT_01675,29,33.5,28.5,2,162.8
EVT_00459,42,18.7,74.2,8,223.4
EVT_00659,51,26.6,87.7,7,226.7
EVT_00792,22,22.8,59.2,1,6.0
EVT_01307,5,50.8,11.2,1,220.0
EVT_00638,12,30.7,23.7,3,47.2
EVT_01570,11,42.7,36.9,4,85.0
EVT_00890,2,47.5,17.8,1,229.5
EVT_00857,8,48.1,40.7,3,266.9
EVT_01695,33,27.6,65.9,3,271.5
EVT_00315,24,13.0,40.0,1,4.8
EVT_01215,17,49.0,31.6,2,418.6
EVT_01878,44,21.9,29.9,17,475.7
EVT_00030,38,25.8,66.2,11,145.7
EVT_01810,5,67.7,23.4,1,394.4
EVT_D0018,45,6.6,59.3,9,50.5
EVT_00840,17,26.8,46.4,16,276.9
EVT_00119,28,20.7,51.2,13,6.5
EVT_00094,29,35.0,33.5,17,422.9
EVT_00500,15,35.9,46.7,5,72.6
EVT_01464,20,1.6,51.7,7,2.8
EVT_00827,10,46.2,32.2,3,62.2
EVT_01085,25,32.9,46.2,26,67.6
EVT_00706,41,19.8,67.2,7,269.4
EVT_00079,7,49.1,8.2,4,104.2
EVT_00656,21,31.3,41.6,2,45.0
EVT_01744,16,32.8,59.0,2,164.5
EVT_01949,5,57.8,8.0,1,47.9
EVT_01451,5,60.1,21.8,7,112.4
EVT_00528,15,36.2,12.6,3,415.1
EVT_01232,54,10.1,48.4,4,244.9
EVT_00397,4,47.8,11.0,1,389.3
EVT_01959,13,23.2,41.5,3,214.1
EVT_00906,29,24.0,53.8,28,385.0
EVT_01124,18,59.4,33.5,5,43.1
EVT_01062,36,7.1,42.7,4,408.2
EVT_00243,28,11.6,72.0,10,117.8
EVT_01859,16,20.0,28.6,16,55.4
EVT_00051,13,43.8,11.5,2,57.8
EVT_01636,24,60.3,47.5,7,45.8
EVT_00506,34,14.1,79.6,7,37.2
EVT_01172,50,31.6,80.8,5,
EVT_00356,18,21.2,67.5,19,144.7
EVT_00625,35,28.3,,30,46.5
EVT_01256,48,32.7,59.9,5,52.0
EVT_00767,37,18.9,75.0,7,114.5
EVT_01366,18,26.4,8.3,5,175.3
EVT_00181,7,3.7,25.8,14,343.4
EVT_00823,8,50.9,27.0,2,211.1
EVT_01010,49,13.1,64.7,2,342.7
EVT_01756,23,48.8,39.9,39,56.8
EVT_00671,24,26.2,49.5,11,127.1
EVT_01088,40,16.1,56.9,7,119.4
EVT_01916,14,27.3,34.9,11,477.2
EVT_00008,21,24.2,45.7,34,212.2
EVT_01835,43,8.0,60.9,8,414.3
EVT_00697,27,41.7,51.9,7,362.2
EVT_00445,19,42.6,41.5,8,63.0
EVT_00447,22,54.7,64.0,0,293.9
EVT_01733,15,33.5,19.4,2,96.4
EVT_01299,0,19.9,,2,83.8
EVT_00965,8,15.4,47.4,9,61.6
EVT_00203,8,34.3,24.2,19,78.3
EVT_00054,40,0.0,46.3,4,97.3
EVT_00660,24,58.3,35.2,4,299.0
EVT_01144,40,26.3,33.0,16,391.1
EVT_01961,5,58.2,0.0,1,88.1
EVT_00160,11,41.0,58.2,26,37.4
EVT_00481,1,39.3,8.6,0,72.6
EVT_00254,18,32.8,36.8,0,85.8
EVT_00579,11,24.7,41.7,3,35.2
EVT_01724,12,69.4,43.1,2,437.1
EVT_01750,5,52.5,41.1,0,314.6
EVT_01117,16,25.8,63.3,6,131.0
EVT_01414,14,34.3,17.3,1,168.9
EVT_00922,38,45.6,35.4,10,265.8
EVT_01441,26,43.8,35.9,9,36.6
EVT_01183,13,56.8,32.4,11,486.2
EVT_00622,11,48.8,15.0,2,141.9
EVT_00747,11,70.3,21.1,0,48.7
EVT_01794,10,0.0,14.8,19,73.7
EVT_01416,28,33.2,42.1,30,40.1
EVT_00623,36,20.9,55.3,2,358.1
EVT_01255,52,15.8,41.1,8,437.1
EVT_00403,15,38.1,9.6,1,51.6
EVT_00735,8,36.0,8.8,2,52.3
EVT_00758,40,25.1,59.5,4,170.5
EVT_01554,22,27.0,43.6,11,35.3
EVT_01764,4,34.3,18.0,2,164.6
EVT_01532,3,48.3,15.6,1,454.3
EVT_01634,2,42.2,18.9,3,134.4
EVT_00461,17,40.4,40.5,23,200.6
EVT_01470,42,14.3,61.1,4,158.7
EVT_D0012,24,57.4,22.9,5,167.06
EVT_00596,35,19.2,95.3,5,403.1
EVT_01602,22,16.4,15.6,4,2.3
EVT_01891,21,63.3,62.5,3,139.9
EVT_01461,29,28.3,51.2,6,165.6
EVT_00887,11,23.7,79.1,5,41.0
EVT_00746,55,17.8,62.2,6,156.2
EVT_D0024,8,24.4,13.4,2,216.1
EVT_01727,20,37.7,25.7,4,36.2
EVT_D0006,17,7.2,87.7,3,259.0
EVT_00386,17,3.6,61.3,3,58.9
EVT_01742,5,33.3,16.1,0,400.2
EVT_00483,37,23.3,75.0,6,77.0
EVT_01771,9,34.6,43.6,1,90.7
EVT_01562,35,14.6,67.9,7,13.1
EVT_01852,32,11.0,49.3,4,55.5
EVT_01783,16,36.4,47.1,5,66.4
EVT_00959,51,9.3,84.8,16,197.5
EVT_01450,9,4.1,78.1,5,10.2
EVT_01446,5,34.6,6.4,2,66.8
EVT_00118,29,27.4,22.9,14,43.4
EVT_00474,33,23.8,69.2,34,109.1
EVT_00058,39,30.9,48.9,22,230.1
EVT_01754,5,45.4,5.6,1,110.8
EVT_00616,22,62.0,19.9,2,399.4
EVT_01089,20,10.3,46.9,2,8.3
EVT_01045,31,28.6,41.8,1,39.0
EVT_01853,0,42.0,27.8,2,110.6
EVT_01462,2,70.1,17.3,7,295.2
EVT_01536,22,44.5,27.5,3,150.2
EVT_01517,15,40.1,48.5,22,115.5
EVT_01252,10,,7.3,2,362.8
EVT_00209,13,51.8,15.9,1,52.5
EVT_00645,8,20.6,5.6,1,380.5
EVT_00110,22,32.3,15.2,15,67.1
EVT_01548,9,44.2,8.4,1,115.8
EVT_00551,13,43.9,15.0,8,111.5
EVT_01071,26,19.2,29.2,6,491.9
EVT_00986,44,37.9,70.9,20,296.4
EVT_01129,23,63.6,26.8,2,105.2
EVT_01643,27,7.4,55.2,3,12.9
EVT_01833,7,40.6,15.6,1,298.7
EVT_01983,55,2.7,61.6,3,160.2
EVT_00909,10,67.2,55.6,10,132.7
EVT_01714,24,7.6,74.9,6,262.4
EVT_00205,23,,75.2,5,175.2
EVT_00608,5,59.2,5.3,2,349.5
EVT_01795,28,16.3,65.3,10,104.5
EVT_01531,44,11.5,62.5,6,43.3
EVT_01978,4,42.4,17.8,1,65.4
EVT_01497,56,17.3,71.0,5,149.4
EVT_00127,0,49.2,4.6,0,101.2
EVT_01506,11,36.3,28.0,4,420.8
EVT_00349,33,32.7,28.5,3,51.6
EVT_00586,2,51.4,24.4,1,108.6
EVT_01924,30,25.3,90.9,19,195.2
EVT_01211,32,29.6,91.3,4,16.9
EVT_01492,2,49.1,0.2,1,192.9
EVT_01283,26,10.5,42.2,9,26.7
EVT_00799,50,20.2,100.0,2,57.2
EVT_01180,25,44.2,35.9,2,83.3
EVT_00451,26,16.3,,12,62.1
EVT_00229,15,,40.8,4,325.5
EVT_00035,33,7.3,,8,67.1
EVT_01809,34,47.0,47.0,4,488.2
EVT_00037,11,9.9,76.7,8,2.6
EVT_01743,15,41.2,29.3,1,140.3
EVT_01620,3,78.0,9.0,1,95.7
EVT_01101,11,25.2,52.6,18,37.3
EVT_01761,48,13.7,53.9,15,134.9
EVT_01976,23,16.8,39.2,15,148.2
EVT_01842,38,2.5,89.2,9,67.7
EVT_00148,32,15.0,56.6,4,116.7
EVT_01044,26,16.3,14.1,36,47.4
EVT_01818,8,53.5,5.4,0,166.6
EVT_00482,21,0.0,19.4,32,387.3
EVT_00080,28,8.6,45.0,2,38.9
EVT_01196,26,12.9,84.9,6,154.6
EVT_01132,26,24.1,72.1,6,23.7
EVT_00972,24,10.2,66.0,5,
EVT_01486,0,47.8,17.5,2,310.2
EVT_00624,18,57.5,24.1,2,47.7
EVT_00684,0,9.2,27.8,10,57.5
EVT_00629,8,52.5,6.2,2,101.0
EVT_01312,31,28.1,63.5,26,105.3
EVT_01567,37,16.9,81.8,7,83.9
EVT_00022,2,54.2,13.5,1,207.0
EVT_01862,17,18.1,55.5,26,338.2
EVT_00090,24,38.0,-107.09,35,106.1
EVT_01930,4,36.1,15.9,0,64.8
EVT_01082,20,15.7,26.6,15,418.2
EVT_01662,22,54.3,15.4,4,82.2
EVT_00683,41,27.6,65.3,11,52.0
EVT_01385,3,17.0,13.8,2,101.3
EVT_00943,23,52.0,40.4,3,394.3
EVT_00393,27,49.3,22.5,3,240.4
EVT_00685,33,23.6,58.4,10,3.6
EVT_01540,22,39.3,26.9,4,85.9
EVT_01544,18,42.6,2.2,5,356.7
EVT_01827,10,39.6,10.1,1,238.2
EVT_00056,25,,69.4,6,190.7
EVT_00607,17,16.0,55.5,21,46.1
EVT_00161,5,39.0,18.9,0,59.9
EVT_01815,4,33.2,7.0,1,495.4
EVT_01217,12,35.7,30.9,3,103.8
EVT_01435,15,43.8,27.3,9,94.6
EVT_00760,17,44.8,26.9,4,435.0
EVT_00916,21,36.8,649.43,6,153.8
EVT_00015,33,20.6,80.5,11,48.4
EVT_01285,5,13.7,39.7,1,57.1
EVT_00592,2,47.7,13.9,1,77.2
EVT_01008,2,42.7,12.1,0,440.5
EVT_01135,38,,65.3,10,205.7
EVT_01661,23,31.1,82.1,16,141.5
EVT_00611,1,49.8,14.3,1,362.3
EVT_00365,23,6.3,51.7,2,
EVT_00570,28,47.6,22.0,4,394.0
EVT_01825,31,21.5,33.3,13,473.6
EVT_01824,14,28.9,25.1,0,139.5
EVT_01569,23,17.4,70.6,8,61.9
EVT_00013,33,33.2,66.5,28,50.4
EVT_01165,3,71.1,3.2,4,53.8
EVT_00454,22,31.5,32.7,33,122.6
EVT_00256,15,45.6,29.4,5,62.3
EVT_00694,36,10.1,56.1,3,42.5
EVT_00507,21,15.9,34.6,38,223.1
EVT_01944,1,10.1,50.8,15,70.0
EVT_01107,48,16.2,68.8,12,86.6
EVT_00605,4,26.9,39.1,8,177.2
EVT_01619,32,34.1,62.9,5,38.3
EVT_00777,4,19.3,3.2,1,62.6
EVT_01168,25,23.1,83.3,4,177.4
EVT_00822,33,12.8,49.1,4,314.8
EVT_01999,26,38.2,32.8,8,58.5
EVT_00982,5,62.4,4.9,2,271.5
EVT_00612,31,21.6,66.3,1,81.4
EVT_01405,15,44.1,16.0,5,73.0
EVT_00790,18,5.0,22.5,4,12.4
EVT_01480,0,5.8,29.5,3,24.6
EVT_01091,10,33.8,25.2,17,150.7
EVT_01747,26,5.5,87.5,2,
EVT_01496,23,53.3,38.6,5,35.3
EVT_01629,5,52.2,5.6,1,233.7
EVT_01262,30,28.1,31.6,18,106.5
EVT_01843,42,23.6,1592.98,5,3.0
EVT_01932,21,33.9,48.6,14,
EVT_00907,5,26.1,13.0,0,116.9
EVT_01346,37,17.1,81.8,4,32.7
EVT_00292,41,22.5,84.1,15,425.5
EVT_01186,11,46.8,,2,119.3
EVT_00527,34,21.3,73.5,6,277.5
EVT_00745,37,46.0,59.2,7,331.0
EVT_01120,20,62.1,43.3,1,63.3
EVT_01058,40,4.3,68.1,8,102.5
EVT_00870,28,,73.5,13,7.2
EVT_00869,45,14.4,64.9,15,409.4
EVT_00963,13,47.3,31.8,2,73.1
EVT_01401,1,53.9,11.4,2,314.7
EVT_00756,6,35.5,43.7,6,92.2
EVT_01321,30,17.2,69.3,7,104.5
EVT_00467,21,3.7,,14,92.7
EVT_01421,8,12.2,48.5,6,193.0
EVT_01397,4,56.8,5.6,0,237.2
EVT_00436,13,20.0,27.2,15,96.8
EVT_01485,18,68.7,4.7,2,48.8
EVT_00172,22,48.7,29.7,7,339.6
EVT_00346,5,32.8,8.7,0,158.0
EVT_00226,12,27.1,48.0,36,144.6
EVT_01937,9,38.6,53.0,3,96.1
EVT_00830,29,22.0,44.0,7,140.5
EVT_00573,27,41.1,41.1,27,118.3
EVT_00392,33,31.4,49.0,5,110.8
EVT_01057,7,61.8,10.6,1,107.5
EVT_00731,30,58.1,20.3,0,319.6
EVT_01868,25,21.9,19.8,18,172.5
EVT_01372,53,16.1,46.6,8,182.0
EVT_01381,3,45.6,12.9,0,72.1
EVT_00591,26,45.3,15.5,3,328.4
EVT_01556,31,23.1,32.7,21,102.0
EVT_01440,20,34.3,29.5,23,88.6
EVT_01790,28,47.8,42.1,1,119.1
EVT_00278,37,23.8,68.8,7,188.2
EVT_01798,44,22.0,51.7,10,270.8
EVT_01305,29,43.4,27.4,8,57.0
EVT_01519,30,14.1,65.1,6,409.4
EVT_01320,4,50.3,14.0,0,108.4
EVT_01515,23,30.1,50.5,19,42.5
EVT_00562,48,0.0,84.2,5,169.6
EVT_00873,49,12.2,92.3,2,172.6
EVT_00695,27,15.4,61.7,6,72.2
EVT_00845,40,0.1,83.7,6,2.7
EVT_00395,50,18.2,56.9,5,231.5
EVT_D0017,29,9.5,59.7,6,110.7
EVT_01122,44,0.0,39.0,5,200.2
EVT_00212,17,16.2,27.1,5,92.7
EVT_01975,22,17.4,71.6,5,116.2
EVT_D0004,14,49.5,25.8,5,48.5
EVT_01954,15,13.6,77.8,5,227.8
EVT_00514,4,41.9,26.6,1,168.6
EVT_01295,45,10.4,50.1,3,423.9
EVT_00109,41,22.6,56.4,6,230.5
EVT_01331,5,39.1,14.7,1,143.0
EVT_00924,35,22.9,78.3,7,208.3
EVT_01335,21,27.7,63.0,9,5.3
EVT_00249,3,,2.1,2,214.5
EVT_D0028,24,58.1,40.1,6,36.7
EVT_00358,45,4.2,73.9,5,274.0
EVT_00594,16,51.9,9.4,1,136.1
EVT_00427,38,24.2,74.6,6,14.0
EVT_00903,26,40.6,44.4,2,97.7
EVT_01942,22,20.9,44.3,9,82.5
EVT_00940,14,40.6,22.7,5,45.9
EVT_01910,5,69.2,2.6,1,201.1
EVT_00535,14,,34.6,7,18.7
EVT_01028,26,30.2,73.6,4,233.9
EVT_00568,13,23.2,35.1,16,35.4
EVT_01706,18,19.4,52.1,5,3.7
EVT_00140,28,57.3,35.8,22,38.0
EVT_00355,16,38.5,0.0,4,48.3
EVT_01003,26,44.9,20.7,4,75.6
EVT_01553,4,68.0,17.0,1,145.6
EVT_01201,2,9.0,,1,59.6
EVT_01013,23,20.5,51.2,7,139.9
EVT_01459,27,34.9,30.5,3,49.0
EVT_00646,44,14.4,87.9,5,71.0
EVT_00928,23,50.4,25.9,2,87.0
EVT_00757,1,9.7,45.8,15,3.4
EVT_00968,6,61.6,20.8,1,455.3
EVT_01830,21,57.4,5.4,13,161.3
EVT_00740,10,38.6,40.8,3,76.3
EVT_01113,21,42.5,29.3,4,95.5
EVT_00783,26,21.6,29.0,31,125.1
EVT_01084,14,55.1,30.5,8,80.6
EVT_00313,23,25.3,64.7,8,129.2
EVT_00958,20,28.1,31.0,27,40.1
EVT_00565,28,41.4,14.7,0,72.8
EVT_01518,19,8.2,47.1,8,8.6
EVT_00165,4,40.5,7.2,1,148.4
EVT_01203,0,11.4,29.4,6,38.6
EVT_00867,4,48.3,27.6,1,138.3
EVT_00703,35,12.3,72.5,3,5.6
EVT_01929,4,47.7,0.2,4,215.6
EVT_01718,15,39.8,18.0,4,39.0
EVT_01801,3,64.6,21.2,2,151.0
EVT_01376,32,29.7,,13,145.9
EVT_01595,36,37.5,60.1,28,161.6
EVT_01368,10,31.6,31.3,8,63.8
EVT_01294,4,48.9,31.0,1,151.3
EVT_00462,28,19.4,57.8,8,60.5
EVT_01053,11,38.6,25.1,1,55.4
EVT_00232,16,15.4,78.8,7,116.3
EVT_00728,42,15.4,28.2,6,29.5
EVT_01759,38,14.2,54.6,16,407.2
EVT_01650,15,38.1,41.5,4,213.4
EVT_00150,24,,69.2,16,53.0
EVT_00655,30,28.9,75.5,2,30.2
EVT_00038,7,17.0,65.2,10,20.9
EVT_01879,30,24.1,70.3,6,214.5
EVT_01310,10,48.0,21.0,19,56.4
EVT_01109,45,13.1,51.4,2,6.7
EVT_00820,9,28.4,58.1,22,317.1
EVT_01009,0,25.7,31.0,21,
EVT_01390,32,25.4,49.5,32,159.4
EVT_00301,33,7.8,85.4,8,150.0
EVT_01099,26,25.8,53.6,7,41.1
EVT_00071,22,54.3,37.0,7,389.5
EVT_00847,35,13.0,57.3,19,375.5
EVT_00391,19,28.1,29.6,1,45.9
EVT_01179,28,3.2,68.0,4,35.3
EVT_01296,22,8.1,15.7,2,60.8
EVT_00776,47,13.1,66.0,14,277.9
EVT_01046,4,13.0,12.3,13,46.2
EVT_00265,71,20.9,46.0,2,244.3
EVT_00973,39,23.2,47.1,21,69.0
EVT_00153,15,23.5,41.9,29,38.0
EVT_01110,3,2.2,51.3,15,53.6
EVT_01373,12,25.8,68.7,10,71.1
EVT_00542,19,34.5,51.4,4,40.5
EVT_01267,6,29.7,13.7,3,58.8
EVT_00007,4,26.5,13.4,1,110.7
EVT_00086,4,64.0,5.6,2,442.1
EVT_01864,4,39.9,24.4,1,302.2
EVT_01094,3,47.7,21.9,3,85.8
EVT_01903,4,43.8,12.2,3,297.3
EVT_01703,21,32.1,16.4,5,93.5
EVT_01339,0,34.8,46.5,5,45.8
EVT_01720,35,26.2,45.4,4,44.4
EVT_00923,27,30.5,68.5,7,25.9
EVT_01901,29,7.0,33.7,8,14.5
EVT_01504,32,11.2,72.5,14,261.0
EVT_01610,19,46.2,30.2,3,225.1
EVT_01185,12,45.5,12.3,1,64.5
EVT_01907,30,19.1,69.2,4,7.1
EVT_00762,31,,60.8,4,256.8
EVT_00701,5,16.6,1.3,0,73.1
EVT_01387,16,56.1,9.8,7,71.2
EVT_01998,6,8.8,57.4,3,2.8
EVT_01243,32,7.1,63.9,3,165.7
EVT_01586,40,14.6,33.5,18,108.6
EVT_01691,39,23.7,64.5,3,321.3
EVT_00151,14,,,29,182.9
EVT_00572,34,26.9,54.7,5,70.9
EVT_01689,29,36.3,47.2,30,147.0
EVT_00984,31,18.3,61.5,11,341.8
EVT_00472,13,23.4,16.9,1,49.2
EVT_01590,2,57.4,17.0,0,185.8
EVT_01424,22,18.3,72.5,1710,126.7
EVT_00444,11,33.7,10.8,2,57.7
EVT_00057,25,34.8,30.9,13,303.4
EVT_01419,34,33.7,19.5,8,61.0
EVT_01555,31,24.9,87.6,8,59.1
EVT_00491,4,34.6,39.7,3,385.8
EVT_01495,36,39.9,50.8,28,67.9
EVT_01687,12,57.1,32.7,3,185.9
EVT_00815,2,45.6,22.8,0,491.5
EVT_01900,23,41.5,27.9,7,56.9
EVT_00948,35,22.6,,5,114.4
EVT_00769,18,38.3,30.6,7,68.9
EVT_01788,32,3.4,53.2,34,35.1
EVT_01735,41,6.4,55.8,4,205.1
EVT_01606,28,18.7,73.8,5,60.3
EVT_00241,18,46.4,26.3,4,287.9
EVT_00501,4,67.3,20.7,0,358.3
EVT_01971,21,54.0,19.8,3,386.7
EVT_00380,0,43.9,30.0,15,150.8
EVT_00274,19,17.9,26.1,4,76.9
EVT_01104,11,52.6,7.3,1,137.7
EVT_01199,10,46.7,33.1,2,315.4
EVT_00400,58,9.1,52.7,6,230.4
EVT_01731,54,12.2,67.9,7,103.8
EVT_01081,25,18.7,86.0,4,11.7
EVT_00036,27,11.9,39.8,29,400.8
EVT_00235,26,8.7,42.2,6,5.7
EVT_00285,0,3.0,51.6,4,4.9
EVT_D0014,18,22.8,79.7,9,240.4
EVT_01191,19,37.0,32.7,27,316.4
EVT_00359,6,44.2,12.2,1,58.4
EVT_00813,5,49.4,8.5,2,127.6
EVT_00537,17,15.3,84.6,2,17.6
EVT_00900,15,50.4,18.0,5,283.8
EVT_01676,15,63.8,40.8,4,145.7
EVT_00718,6,60.3,9.9,0,91.4
EVT_00480,16,0.0,18.2,32,65.6
EVT_01026,0,38.8,1081.18,4,396.1
EVT_00885,3,65.8,27.5,0,71.1
EVT_01444,20,24.2,11.3,28,74.4
EVT_00204,6,65.4,13.3,2,197.2
EVT_00381,15,42.4,17.3,3,75.4
EVT_00437,4,33.1,44.2,17,455.0
EVT_01202,13,37.7,32.9,1,37.1
EVT_00866,43,19.9,81.9,5,85.6
EVT_01722,18,22.7,61.5,5,44.2
EVT_01805,15,8.5,51.5,27,345.2
EVT_01514,17,37.9,52.3,9,74.1
EVT_01796,18,,27.2,5,56.4
EVT_00691,29,26.9,18.4,33,154.6
EVT_00806,16,52.3,23.3,2,329.2
EVT_00435,19,61.3,40.9,2,87.5
EVT_00774,11,49.1,22.1,3,168.0
EVT_00075,20,12.9,32.8,4,55.7
EVT_01908,15,48.4,33.0,4,148.0
EVT_D0007,31,42.4,30.2,17,50.4
EVT_00320,12,29.5,18.1,0,54.8
EVT_01155,25,32.2,9.7,6,193.7
EVT_01287,3,42.1,15.9,1,236.9
EVT_00258,0,17.8,46.0,22,352.4
EVT_D0005,12,52.5,0.3,1,106.3
EVT_01624,9,14.5,40.1,21,285.7
EVT_01229,27,43.4,22.6,3,74.9
EVT_00429,31,52.7,39.0,10,176.7
EVT_01678,34,14.5,22.2,12,55.4
EVT_01362,27,26.5,69.3,5,12.5
EVT_00115,22,34.6,10.6,1,453.4
EVT_01674,51,14.4,77.8,7,202.3
EVT_00134,43,23.8,71.3,7,49.3
EVT_01116,8,57.9,5.7,1,114.9
EVT_00714,14,52.4,60.4,2,114.7
EVT_00121,42,20.5,51.7,15,86.1
EVT_01726,1,59.0,28.5,1,95.2
EVT_01953,28,17.5,53.1,29,47.0
EVT_00050,12,31.3,18.9,5,108.4
EVT_00144,46,26.8,65.1,8,155.2
EVT_01311,25,37.9,25.6,3,40.8
EVT_01383,22,49.2,31.3,22,488.5
EVT_01547,44,22.6,70.0,5,396.0
EVT_00700,10,11.0,56.9,5,22.5
EVT_01599,31,21.0,5.9,17,291.9
EVT_00949,25,15.2,68.4,22,420.2
EVT_00985,38,,84.1,7,66.6
EVT_00861,26,19.3,65.7,17,54.3
EVT_00766,29,28.1,66.4,5,140.7
EVT_01646,46,7.8,60.9,8,263.7
EVT_01537,28,6.3,38.8,20,49.6
EVT_00025,33,45.9,26.8,10,189.2
EVT_00554,7,58.4,52.3,3,474.3
EVT_00092,4,26.6,36.0,0,44.5
EVT_00771,23,,23.1,3,112.4
EVT_D0023,25,32.2,9.7,6,193.7
EVT_00335,43,31.6,45.2,8,47.3
EVT_01778,26,54.8,24.0,3,91.7
EVT_00875,20,16.8,42.3,13,126.5
EVT_00720,22,34.9,38.6,5,423.5
EVT_01948,11,52.1,34.2,1,280.9
EVT_00567,9,38.7,58.7,23,103.3
EVT_01671,20,60.3,42.1,5,52.4
EVT_00753,42,26.3,60.1,5,58.0
EVT_01925,24,25.3,47.9,9,139.7
EVT_00811,4,29.7,27.3,8,237.6
EVT_00120,6,18.3,40.3,26,90.0
EVT_01270,10,21.2,29.7,11,240.5
EVT_01817,23,11.5,66.2,2,3.5
EVT_01633,31,39.9,30.0,13,56.8
EVT_01452,7,19.9,15.5,1,123.9
EVT_00668,15,46.9,37.1,7,403.8
EVT_01986,28,38.5,70.0,4,35.7
EVT_00595,7,48.5,25.8,5,52.7
EVT_01884,45,14.0,73.7,4,61.1
EVT_01552,7,15.2,31.5,9,59.0
EVT_00960,38,17.1,3.5,6,99.9
EVT_00169,10,52.3,9.4,1,201.7
EVT_00587,18,42.3,27.9,12,252.3
EVT_00191,1,61.6,10.9,0,309.1
EVT_00291,27,29.5,32.9,7,23.6
EVT_00370,9,29.9,46.3,12,85.2
EVT_00177,12,61.2,41.9,9,50.3
EVT_00019,19,17.2,47.0,13,328.5
EVT_01799,38,10.3,87.0,11,117.6
EVT_D0030,21,44.7,36.2,1,52.7
EVT_00255,29,44.8,27.4,3,96.6
EVT_00941,13,30.8,18.9,6,248.7
EVT_01406,8,25.7,21.6,12,43.6
EVT_01597,54,,86.1,1,286.9
EVT_01938,19,13.9,79.3,4,440.8
EVT_01337,15,55.6,50.7,4,153.5
EVT_00147,7,45.7,32.1,24,82.7
EVT_00994,44,6.9,68.2,10,12.6
EVT_01358,35,20.2,63.6,4,66.2
EVT_00613,30,45.3,56.0,29,74.9
EVT_01819,5,51.0,26.0,12,197.4
EVT_01160,3,54.1,3.6,2,439.0
EVT_00552,34,12.6,77.1,11,260.0
EVT_01087,17,45.6,45.9,5,103.1
EVT_01379,37,5.1,86.9,14,37.6
EVT_01779,20,19.2,37.5,30,176.8
EVT_00615,22,19.6,58.3,9,178.9
EVT_01206,30,11.0,41.6,6,389.3
EVT_01654,29,34.6,41.3,19,41.3
EVT_01584,43,9.0,78.6,6,139.5
EVT_01786,15,37.3,34.6,5,68.4
EVT_01889,21,13.5,37.3,22,115.9
EVT_00493,22,29.0,32.3,23,82.9
EVT_01042,4,29.3,18.5,3,349.5
EVT_01079,11,59.0,35.0,3,274.2
EVT_01188,3,71.8,27.0,3,150.7
EVT_01007,26,48.7,27.3,2,68.5
EVT_00338,20,17.0,46.6,3,150.4
EVT_01897,11,49.0,35.7,1,69.1
EVT_01340,12,64.6,,1,306.2
EVT_01476,6,41.2,42.1,6,235.4
EVT_00198,30,33.3,43.9,6,38.0
EVT_00667,46,19.7,40.9,3,3.7
EVT_01175,19,7.1,43.4,5,17.9
EVT_00538,10,24.1,25.3,1,87.5
EVT_01638,2,42.3,14.9,2,312.7
EVT_00077,21,46.6,29.9,1,197.8
EVT_00604,19,13.0,30.2,3,12.4
EVT_00636,12,21.2,67.2,31,453.0
EVT_01442,26,7.5,58.2,4,4.6
EVT_01917,22,11.8,69.6,6,11.5
EVT_00187,5,61.8,9.3,0,94.2
EVT_01138,37,24.8,73.8,5,57.1
EVT_01988,26,33.5,39.4,3,100.2
EVT_00085,32,13.9,72.3,5,258.2
EVT_00532,24,53.6,22.1,7,165.3
EVT_01388,0,24.2,52.2,19,62.0
EVT_01006,58,,70.0,7,181.1
EVT_00765,14,41.1,11.9,3,
EVT_D0026,33,38.7,38.8,7,
EVT_01658,28,0.0,82.9,5,155.1
EVT_01893,48,8.6,22.0,2,460.5
EVT_01352,37,,47.7,3,2.3
EVT_00839,30,26.2,56.3,14,77.3
EVT_01608,45,29.0,,19,254.4
EVT_00893,3,37.2,6.1,1,155.2
EVT_01297,10,42.8,31.1,0,225.7
EVT_00821,16,42.0,30.5,5,36.2
EVT_00188,20,39.4,19.3,8,201.6
EVT_00741,5,73.6,4.2,0,408.1
EVT_00012,22,17.5,57.3,2,35.0
EVT_01324,12,33.9,18.4,9,39.7
EVT_00329,32,15.0,33.4,3,13.7
EVT_00003,18,49.1,39.9,1,103.7
EVT_00023,30,30.6,34.1,4,481.1
EVT_01224,29,35.6,39.0,35,220.6
EVT_01448,17,32.6,37.6,2,158.0
EVT_00416,7,22.4,58.1,8,122.2
EVT_00103,3,41.4,47.1,8,45.7
EVT_00389,16,32.7,18.9,3,37.7
EVT_01316,6,34.2,13.2,-58,70.1
EVT_00825,40,30.1,52.0,5,70.6
EVT_00494,25,48.1,41.4,4,230.1
EVT_01655,20,34.4,27.3,6,47.2
EVT_01564,20,9.8,31.7,18,78.4
