row_id,vehicle_count,avg_vehicle_speed_kmph,road_occupancy_pct,pedestrian_count,incident_distance_m
EVT_00719,3,30.0,20.8,4,229.7
EVT_00777,4,19.3,3.2,1,62.6
EVT_01773,20,24.7,39.4,7,8.4
EVT_00559,26,1.5,57.1,9,148.2
EVT_00750,17,34.4,66.4,27,83.2
EVT_00864,11,16.4,10.7,5,36.0
EVT_00317,31,42.4,30.2,17,50.4
EVT_D0001,12,41.6,17.9,1,46.8
EVT_01466,27,21.9,63.2,7,254.2
EVT_01113,21,42.5,29.3,4,95.5
EVT_00594,16,51.9,9.4,1,136.1
EVT_01077,25,38.7,59.5,20,447.2
EVT_00981,28,23.5,56.3,19,110.0
EVT_01548,9,44.2,8.4,1,115.8
EVT_01487,39,24.6,43.8,24,93.0
EVT_01974,20,14.6,61.3,0,97.7
EVT_00702,6,66.5,23.3,7,38.7
EVT_00250,18,35.4,18.6,10,434.8
EVT_00908,15,47.7,25.1,24,124.3
EVT_01717,2,33.6,37.1,6,222.3
EVT_00812,4,47.1,4.1,0,87.7
EVT_00354,4,42.6,17.1,2,216.3
EVT_01823,24,6.8,64.8,4,10.0
EVT_00243,28,11.6,72.0,10,117.8
EVT_01542,2,26.6,8.3,8,101.2
EVT_00753,42,26.3,60.1,5,58.0
EVT_00749,17,22.9,80.3,7,
EVT_01926,37,25.5,,2,62.5
EVT_01222,30,7.4,72.7,10,207.1
EVT_01557,32,33.5,38.3,17,397.8
EVT_01570,11,42.7,36.9,4,85.0
EVT_01730,23,54.6,26.3,4,276.0
EVT_00614,17,12.5,81.2,1,71.4
EVT_01297,10,42.8,31.1,0,225.7
EVT_D0014,18,22.8,79.7,9,240.4
EVT_01922,5,63.2,21.2,2,308.6
EVT_01128,0,11.4,27.4,28,400.1
EVT_00881,21,30.9,53.3,22,114.9
EVT_01341,43,13.7,67.3,7,444.6
EVT_01378,14,17.1,33.3,23,52.0
EVT_01794,10,0.0,14.8,19,73.7
EVT_01402,27,21.7,62.6,6,66.1
EVT_01801,3,64.6,21.2,2,151.0
EVT_00817,19,19.1,68.3,7,58.8
EVT_01954,15,13.6,77.8,5,227.8
EVT_01215,17,49.0,31.6,2,418.6
EVT_00925,19,45.7,33.1,1,36.4
EVT_00811,4,29.7,27.3,8,237.6
EVT_00109,41,22.6,56.4,6,230.5
EVT_01861,28,7.0,57.0,3,124.8
EVT_01207,18,37.8,28.8,36,68.7
EVT_01125,27,11.6,66.4,4,441.2
EVT_01158,6,46.0,2.1,1,332.0
EVT_01928,31,17.3,27.8,9,204.5
EVT_01786,15,37.3,34.6,5,68.4
EVT_01781,19,57.4,15.9,6,54.9
EVT_00008,21,24.2,45.7,34,212.2
EVT_00359,6,44.2,12.2,1,58.4
EVT_00342,50,3.9,75.2,3,18.0
EVT_01313,4,59.2,2.1,1,49.8
EVT_01504,32,11.2,72.5,14,261.0
EVT_01302,38,34.1,61.8,5,9999.0
EVT_01095,5,20.4,20.7,0,217.1
EVT_00747,11,70.3,21.1,0,48.7
EVT_00899,12,3.9,66.2,2,69.3
EVT_00285,0,3.0,51.6,4,4.9
EVT_01483,23,31.6,39.9,13,164.9
EVT_01666,25,19.2,51.0,1554,62.8
EVT_01344,28,12.3,14.8,4,87.8
EVT_01978,4,42.4,17.8,1,65.4
EVT_01499,3,60.0,14.9,1,61.1
EVT_00532,24,53.6,22.1,7,165.3
EVT_00790,18,5.0,22.5,4,12.4
EVT_01306,4,35.2,0.0,0,238.3
EVT_00345,17,41.2,29.1,1,147.7
EVT_00618,11,32.4,25.1,19,40.8
EVT_00807,18,36.4,42.9,23,181.1
EVT_01042,4,29.3,18.5,3,349.5
EVT_00619,26,23.3,60.4,35,155.6
EVT_00859,10,50.3,21.7,6,227.7
EVT_01663,21,25.2,53.2,13,259.0
EVT_01838,24,2.4,87.3,3,52.7
EVT_00215,2,70.7,11.2,1,57.9
EVT_00005,21,23.1,20.9,10,15.7
EVT_01089,20,10.3,46.9,2,8.3
EVT_01790,28,47.8,42.1,1,119.1
EVT_01533,14,23.5,41.0,30,
EVT_00526,3,10.6,18.8,8,444.9
EVT_00821,16,42.0,30.5,5,36.2
EVT_00668,15,46.9,37.1,7,403.8
EVT_01140,20,18.3,82.5,3,156.3
EVT_00548,24,38.8,20.3,17,57.3
EVT_01949,5,57.8,8.0,1,47.9
EVT_01043,0,39.7,30.9,2,103.8
EVT_01611,20,6.7,24.4,1,45.2
EVT_01721,43,2.1,85.1,9,38.4
EVT_00447,22,54.7,64.0,0,293.9
EVT_01423,17,10.0,26.4,30,72.6
EVT_01061,5,40.9,0.0,0,251.6
EVT_01576,4,54.8,10.1,1,168.3
EVT_01722,18,22.7,61.5,5,44.2
EVT_01075,12,41.6,17.9,1,46.8
EVT_00829,5,32.3,21.5,11,47.0
EVT_00640,20,8.9,50.8,16,67.1
EVT_01311,25,37.9,25.6,3,40.8
EVT_00924,35,22.9,78.3,7,208.3
EVT_01305,29,43.4,27.4,8,57.0
EVT_01041,44,26.4,55.5,7,52.7
EVT_01484,10,30.4,31.8,19,265.3
EVT_01812,9,50.0,29.2,5,38.1
EVT_01151,1,31.2,51.4,19,394.9
EVT_00571,26,1.5,60.9,7,410.5
EVT_00865,29,26.2,33.7,18,155.1
EVT_01183,13,56.8,32.4,11,486.2
EVT_00499,13,22.2,30.1,12,233.1
EVT_00414,9,62.4,7.5,2,347.8
EVT_01141,7,51.3,27.6,0,490.3
EVT_00735,8,36.0,8.8,2,52.3
EVT_01840,36,25.3,71.1,2,43.6
EVT_01281,19,58.7,39.3,3,63.2
EVT_00386,17,3.6,61.3,3,58.9
EVT_01846,13,43.5,38.0,6,397.1
EVT_00911,18,29.1,42.5,33,62.6
EVT_01073,2,31.4,14.3,2,154.6
EVT_01132,26,24.1,72.1,6,23.7
EVT_01637,25,7.2,54.7,5,66.0
EVT_01060,22,41.8,42.5,3,182.6
EVT_00041,42,15.3,48.5,1,120.0
EVT_00940,14,40.6,22.7,5,45.9
EVT_01578,6,51.9,20.3,1,75.0
EVT_00993,21,8.8,34.0,5,121.6
EVT_01973,35,12.2,33.8,4,57.4
EVT_00350,24,23.1,54.6,7,354.6
EVT_00280,21,38.2,49.6,2,112.1
EVT_00772,25,25.8,56.3,6,
EVT_00677,9,23.9,23.1,19,110.8
EVT_01187,32,27.1,37.7,8,22.6
EVT_00171,24,21.8,66.3,6,117.3
EVT_01154,5,24.4,14.1,1,237.1
EVT_00956,60,12.1,42.6,1,155.1
EVT_00328,15,67.0,,1,189.1
EVT_00316,21,13.3,40.9,10,14.9
EVT_01379,37,5.1,86.9,14,37.6
EVT_01307,5,50.8,11.2,1,220.0
EVT_01893,48,8.6,22.0,2,460.5
EVT_01361,33,16.1,63.1,21,157.1
EVT_00461,17,40.4,40.5,23,200.6
EVT_01782,43,5.5,,4,134.2
EVT_01531,44,11.5,62.5,6,43.3
EVT_00323,32,7.9,46.6,4,10.9
EVT_D0012,24,57.4,22.9,5,167.06
EVT_00014,24,26.8,46.8,36,416.4
EVT_00703,35,12.3,72.5,3,5.6
EVT_00826,19,12.5,75.4,20,94.4
EVT_01429,3,22.7,32.4,24,359.8
EVT_00976,30,24.5,61.5,6,42.7
EVT_00294,6,31.6,0.0,2,173.6
EVT_01886,23,35.6,28.0,35,102.9
EVT_00787,23,23.9,48.7,1,139.7
EVT_00816,10,27.6,62.7,19,382.8
EVT_01605,16,0.0,52.7,20,466.8
EVT_00922,38,45.6,35.4,10,265.8
EVT_00012,22,17.5,57.3,2,35.0
EVT_01202,13,37.7,32.9,1,37.1
EVT_01985,13,43.0,24.6,10,121.6
EVT_01221,38,14.4,58.3,9,70.5
EVT_01709,25,20.3,24.7,1,10.4
EVT_00318,8,13.3,42.7,21,56.4
EVT_01626,42,9.6,73.5,1,208.4
EVT_00090,24,38.0,-107.09,35,106.1
EVT_01529,3,39.8,16.7,1,200.7
EVT_00581,25,6.2,30.8,3,41.0
EVT_00935,14,55.9,30.1,6,148.7
EVT_01387,16,56.1,9.8,7,71.2
EVT_01907,30,19.1,69.2,4,7.1
EVT_00249,3,,2.1,2,214.5
EVT_00519,37,16.7,83.1,8,94.0
EVT_01330,20,33.8,33.2,4,497.0
EVT_00601,45,19.1,53.2,5,278.2
EVT_01465,32,18.7,61.8,1,25.5
EVT_01096,3,20.5,80.2,5,73.1
EVT_01456,34,31.7,75.3,5,47.0
EVT_00740,10,38.6,40.8,3,76.3
EVT_01160,3,54.1,3.6,2,439.0
EVT_00837,11,37.6,35.9,27,298.1
EVT_01268,16,26.5,35.8,48,40.6
EVT_01588,39,23.6,54.4,10,110.3
EVT_01871,37,18.6,76.8,10,113.5
EVT_00430,11,29.9,42.5,31,172.1
EVT_00918,29,21.3,44.2,4,159.6
EVT_00358,45,4.2,73.9,5,274.0
EVT_00552,34,12.6,77.1,11,260.0
EVT_01810,5,67.7,23.4,1,394.4
EVT_01710,35,22.3,42.8,12,33.7
EVT_01622,25,17.8,45.3,9,39.6
EVT_01119,44,28.5,80.7,4,-563.51
EVT_01581,2,17.1,27.6,1,287.6
EVT_01261,17,53.9,43.2,3,250.2
EVT_00312,36,4.2,80.6,17,348.9
EVT_00330,5,27.7,38.1,8,69.4
EVT_00251,43,20.5,57.9,3,117.0
EVT_00400,58,9.1,52.7,6,230.4
EVT_01857,35,25.6,68.2,8,89.6
EVT_00852,3,48.6,2.8,0,88.7
EVT_01734,31,19.0,29.0,3,295.1
EVT_01419,34,33.7,19.5,8,61.0
EVT_00929,15,59.2,30.4,3,35.4
EVT_01138,37,24.8,73.8,5,57.1
EVT_00006,57,40.1,72.0,6,50.8
EVT_00132,17,23.6,58.4,6,4.6
EVT_00992,34,18.4,64.7,3,468.6
EVT_00793,22,21.5,33.5,6,75.0
EVT_00673,2,0.0,37.1,4,7.4
EVT_00651,10,33.5,39.6,10,104.9
EVT_01701,30,0.8,49.5,2,11.4
EVT_01561,20,28.7,54.4,11,498.7
EVT_01574,6,33.9,5.9,2,62.5
EVT_01646,46,7.8,60.9,8,263.7
EVT_00665,50,31.8,60.0,3,254.4
EVT_01672,31,26.0,24.2,31,39.9
EVT_00978,22,30.6,23.7,6,11.2
EVT_00489,30,35.7,31.2,7,99.9
EVT_01563,6,57.5,28.8,6,205.3
EVT_01318,9,28.8,59.1,13,68.7
EVT_01288,12,51.4,37.1,6,234.1
EVT_01129,23,63.6,26.8,2,105.2
EVT_00520,2,18.4,75.0,14,10.0
EVT_01751,31,34.8,30.2,4,98.5
EVT_01303,39,13.8,28.2,8,
EVT_00421,41,8.2,67.4,9,168.1
EVT_01736,26,27.6,28.0,3,100.1
EVT_01209,3,41.2,23.1,1,165.5
EVT_01748,10,40.9,25.5,2,488.0
EVT_01010,49,13.1,64.7,2,342.7
EVT_00343,16,56.3,71.4,10,457.0
EVT_00854,6,29.0,45.0,26,365.9
EVT_01768,29,20.8,59.5,4,5.5
EVT_00284,33,20.1,53.9,9,60.7
EVT_00382,7,42.2,18.7,0,153.4
EVT_00485,16,52.5,10.2,3,
EVT_01587,26,50.4,34.0,1,44.5
EVT_00236,32,18.0,58.7,2,113.4
EVT_00998,21,30.2,55.5,1,255.2
EVT_00258,0,17.8,46.0,22,352.4
EVT_00309,11,53.0,16.1,3,35.7
EVT_00708,29,16.6,64.6,25,214.2
EVT_00952,38,7.7,63.8,7,124.8
EVT_00687,29,17.9,29.9,21,336.2
EVT_01044,26,16.3,14.1,36,47.4
EVT_00375,33,11.7,53.4,11,111.3
EVT_00730,24,14.9,39.0,7,36.0
EVT_01766,26,23.0,10.6,26,209.3
EVT_00110,22,32.3,15.2,15,67.1
EVT_00705,32,28.5,41.4,11,438.7
EVT_01262,30,28.1,31.6,18,106.5
EVT_01550,38,12.1,73.9,3,129.3
EVT_01000,24,10.4,53.7,1,80.5
EVT_00801,14,54.8,34.2,6,238.9
EVT_01676,15,63.8,40.8,4,145.7
EVT_00568,13,23.2,35.1,16,35.4
EVT_01747,26,5.5,87.5,2,
EVT_00951,14,41.3,53.0,8,137.8
EVT_01830,21,57.4,5.4,13,161.3
EVT_01553,4,68.0,17.0,1,145.6
EVT_00346,5,32.8,8.7,0,158.0
EVT_00331,15,36.4,42.1,2,116.3
EVT_01953,28,17.5,53.1,29,47.0
EVT_01211,32,29.6,91.3,4,16.9
EVT_01393,21,13.8,53.7,3,5.0
EVT_D0027,5,79.4,0.0,2,438.7
EVT_00861,26,19.3,65.7,17,54.3
EVT_00017,38,27.2,,3,119.7
EVT_00637,16,39.7,31.6,7,107.2
EVT_00921,23,45.0,22.1,13,210.8
EVT_01630,0,29.6,24.5,34,76.0
EVT_00562,48,0.0,84.2,5,169.6
EVT_01960,42,2.4,78.5,2,408.1
EVT_00858,1,50.3,12.9,1,245.0
EVT_00488,37,,60.7,6,158.9
EVT_00208,39,,45.7,12,36.4
EVT_01339,0,34.8,46.5,5,45.8
EVT_01892,36,27.3,39.8,24,35.3
EVT_00379,17,27.9,30.4,3,322.4
EVT_00456,49,32.3,62.8,9,257.9
EVT_01644,4,54.6,11.6,1,96.8
EVT_01046,4,13.0,12.3,13,46.2
EVT_00475,2,39.6,0.3,1,122.3
EVT_01979,33,12.8,95.9,7,66.2
EVT_00264,11,48.9,2.8,0,135.0
EVT_00053,3,35.5,35.7,24,45.0
EVT_01868,25,21.9,19.8,18,172.5
EVT_00135,2,25.2,23.7,1,166.2
EVT_00252,22,6.1,71.5,10,
EVT_00108,43,24.2,43.7,3,180.9
EVT_01889,21,13.5,37.3,22,115.9
EVT_01906,22,26.7,47.2,10,100.9
EVT_01336,8,36.4,12.5,0,
EVT_00545,34,3.4,71.6,8,474.0
EVT_01887,44,15.1,73.1,5,197.6
EVT_00104,26,17.0,54.9,2,19.0
EVT_00558,21,27.6,21.1,3,339.1
EVT_01328,9,43.1,68.3,7,123.0
EVT_01635,22,21.2,51.8,2,13.4
EVT_01474,8,45.8,4.6,1,439.0
EVT_00616,22,62.0,19.9,2,399.4
EVT_01584,43,9.0,78.6,6,139.5
EVT_01856,7,40.6,14.8,7,149.3
EVT_01809,34,47.0,47.0,4,488.2
EVT_01022,24,12.3,29.2,13,105.5
EVT_01568,33,10.3,40.3,23,261.5
EVT_01468,41,16.9,52.7,16,375.3
EVT_00679,6,51.4,0.0,0,50.5
EVT_00150,24,,69.2,16,53.0
EVT_00098,3,48.3,11.4,2,72.6
EVT_00604,19,13.0,30.2,3,12.4
EVT_01673,36,10.0,42.5,7,123.5
EVT_00556,34,31.4,53.6,9,53.8
EVT_01372,53,16.1,46.6,8,182.0
EVT_00602,26,0.0,41.8,6,110.1
EVT_00756,6,35.5,43.7,6,92.2
EVT_01538,40,0.0,55.2,3,54.8
EVT_00962,30,20.7,50.6,19,133.3
EVT_01346,37,17.1,81.8,4,32.7
EVT_00455,25,46.8,35.8,26,186.2
EVT_00394,31,21.8,29.6,8,3.1
EVT_00681,20,31.6,30.6,3,114.6
EVT_01219,25,11.7,41.6,8,3.0
EVT_01085,25,32.9,46.2,26,67.6
EVT_01829,15,19.4,55.1,8,125.4
EVT_00173,32,23.6,78.6,7,178.4
EVT_01241,35,18.1,61.6,-79,39.1
EVT_01293,39,5.9,64.5,14,40.9
EVT_00919,4,51.3,22.3,0,87.7
EVT_00024,6,39.4,12.3,1,226.8
EVT_01259,11,41.2,50.2,6,49.1
EVT_00697,27,41.7,51.9,7,362.2
EVT_01327,18,34.4,37.4,18,362.2
EVT_00195,7,25.8,28.1,3,205.6
EVT_01366,18,26.4,8.3,5,175.3
EVT_00500,15,35.9,46.7,5,72.6
EVT_00260,12,52.5,0.3,1,106.3
EVT_01686,11,37.1,38.8,1,157.9
EVT_01912,26,28.0,52.8,2,2.2
EVT_01136,20,,36.3,2,45.7
EVT_00353,17,56.2,34.9,2,202.2
EVT_01031,26,41.0,26.9,4,208.5
EVT_01929,4,47.7,0.2,4,215.6
EVT_00710,4,39.4,19.4,1,289.3
EVT_00728,42,15.4,28.2,6,29.5
EVT_00647,7,26.9,15.0,2,79.4
EVT_01623,19,51.8,17.3,6,319.8
EVT_00242,15,36.5,26.7,9,335.2
EVT_00335,43,31.6,45.2,8,47.3
EVT_00706,41,19.8,67.2,7,269.4
EVT_00364,36,16.1,22.4,7,2.7
EVT_01987,29,48.9,,2,310.7
EVT_01735,41,6.4,55.8,4,205.1
EVT_01684,5,47.8,20.1,1,49.4
EVT_00553,19,29.1,70.5,4,57.1
EVT_01516,28,19.2,15.3,3,71.0
EVT_01712,25,17.4,60.5,9,38.3
EVT_00049,38,30.0,37.9,32,131.0
EVT_01662,22,54.3,15.4,4,82.2
EVT_01323,14,28.0,2.9,2,179.6
EVT_00867,4,48.3,27.6,1,138.3
EVT_00603,21,10.6,,2,37.2
EVT_00023,30,30.6,34.1,4,481.1
EVT_01808,19,9.7,36.2,9,3.2
EVT_01940,17,36.4,36.1,5,92.1
EVT_01363,14,46.7,34.3,9,54.6
EVT_00396,13,27.5,39.8,27,483.8
EVT_01770,4,53.3,8.2,2,85.2
EVT_00077,21,46.6,29.9,1,197.8
EVT_D0006,17,7.2,87.7,3,259.0
EVT_00390,31,19.4,37.3,2,23.0
EVT_00303,9,33.8,71.6,31,85.1
EVT_01631,31,18.2,31.8,1,382.7
EVT_01118,4,58.2,13.5,0,167.2
EVT_01201,2,9.0,,1,59.6
EVT_00600,13,64.3,1.9,6,64.4
EVT_01769,13,48.0,8.9,1,387.5
EVT_01696,35,,20.3,3,63.0
EVT_00368,18,,62.2,7,245.4
EVT_D0029,24,7.6,74.94,6,262.4
EVT_00805,22,49.5,22.5,15,40.6
EVT_01464,20,1.6,51.7,7,2.8
EVT_00441,34,58.1,44.6,7,84.7
EVT_00714,14,52.4,60.4,2,114.7
EVT_00977,14,20.2,52.6,19,136.1
EVT_01594,6,29.1,55.7,2,25.9
EVT_00868,25,7.0,70.7,8,491.6
EVT_01007,26,48.7,27.3,2,68.5
EVT_00220,54,12.3,66.8,10,370.0
EVT_00944,36,11.6,58.8,11,138.2
EVT_01482,18,11.4,53.8,21,6.9
EVT_01434,52,49.8,31.9,2,44.1
EVT_01090,22,20.4,,5,2.9
EVT_01540,22,39.3,26.9,4,85.9
EVT_01946,28,13.1,83.6,8,
EVT_01656,4,47.6,26.4,0,61.2
EVT_00760,17,44.8,26.9,4,435.0
EVT_01539,2,37.3,9.7,9,290.2
EVT_01186,11,46.8,,2,119.3
EVT_00701,5,16.6,1.3,0,73.1
EVT_00433,19,,38.1,3,121.7
EVT_00103,3,41.4,47.1,8,45.7
EVT_00362,11,63.1,56.3,1,79.7
EVT_01784,50,17.4,47.5,9,38.7
EVT_D0018,45,6.6,59.3,9,50.5
EVT_01828,17,30.8,28.7,4,69.1
EVT_00725,45,10.6,48.0,6,35.4
EVT_00828,7,51.0,6.9,7,397.1
EVT_00315,24,13.0,40.0,1,4.8
EVT_01206,30,11.0,41.6,6,389.3
EVT_00474,33,23.8,69.2,34,109.1
EVT_01476,6,41.2,42.1,6,235.4
EVT_00269,6,31.5,11.2,0,106.5
EVT_00643,34,16.0,83.0,10,148.9
EVT_00193,18,61.4,21.5,3,481.9
EVT_00873,49,12.2,92.3,2,172.6
EVT_00850,10,17.4,60.6,1,51.0
EVT_01399,4,,13.8,6,74.8
EVT_01874,5,16.1,8.0,1,406.0
EVT_00072,21,1.2,66.5,3,41.6
EVT_00422,12,28.2,42.3,25,226.4
EVT_01865,2,61.1,12.9,2,137.7
EVT_00661,35,14.1,41.5,23,9498.92
EVT_01860,9,64.1,18.0,1,71.0
EVT_00512,38,22.9,62.1,7,460.3
EVT_01289,17,3.8,56.4,15,97.6
EVT_00138,12,50.2,32.7,7,43.9
EVT_01117,16,25.8,63.3,6,131.0
EVT_01177,18,40.4,19.3,3,204.6
EVT_01296,22,8.1,15.7,2,60.8
EVT_00799,50,20.2,100.0,2,57.2
EVT_01713,18,11.3,87.2,6,67.0
EVT_01937,9,38.6,53.0,3,96.1
EVT_00723,8,45.4,11.0,4,308.9
EVT_01804,12,16.1,21.5,3,253.7
EVT_00016,30,20.9,76.2,5,276.2
EVT_00099,15,24.5,57.2,6,83.9
EVT_01695,33,27.6,65.9,3,271.5
EVT_00071,22,54.3,37.0,7,389.5
EVT_00684,0,9.2,27.8,10,57.5
EVT_01963,4,40.4,6.4,0,264.4
EVT_01628,13,22.0,64.3,27,79.8
EVT_00839,30,26.2,56.3,14,77.3
EVT_00067,32,37.5,34.2,2,406.2
EVT_00611,1,49.8,14.3,1,362.3
EVT_01692,49,18.8,83.8,5,72.7
EVT_00948,35,22.6,,5,114.4
EVT_00930,7,37.3,28.7,10,84.2
EVT_01898,4,32.2,10.6,0,45.8
EVT_01447,21,38.4,57.2,16,68.4
EVT_00830,29,22.0,44.0,7,140.5
EVT_00003,18,49.1,39.9,1,103.7
EVT_01795,28,16.3,65.3,10,104.5
EVT_00152,25,38.0,31.1,8,52.5
EVT_01208,2,70.5,15.1,1,189.8
EVT_01299,0,19.9,,2,83.8
EVT_01989,32,27.4,43.9,7,148.8
EVT_01564,20,9.8,31.7,18,78.4
EVT_00695,27,15.4,61.7,6,72.2
EVT_00680,28,25.3,68.4,7,53.5
EVT_D0017,29,9.5,59.7,6,110.7
EVT_00320,12,29.5,18.1,0,54.8
EVT_00659,51,26.6,87.7,7,226.7
EVT_01258,28,45.7,30.4,4,233.0
EVT_00848,17,51.0,23.0,19,39.4
EVT_00322,0,41.4,37.5,6,
EVT_01185,12,45.5,12.3,1,64.5
EVT_01527,25,29.6,52.8,26,42.2
EVT_00426,34,30.2,65.7,12,39.4
EVT_01444,20,24.2,11.3,28,74.4
EVT_01250,9,33.3,27.5,26,399.4
EVT_00010,13,34.4,29.8,14,37.0
EVT_00106,2,44.8,52.6,28,215.7
EVT_01285,5,13.7,39.7,1,57.1
EVT_01512,27,19.6,39.2,29,238.0
EVT_00057,25,34.8,30.9,13,303.4
EVT_00534,0,55.2,15.1,19,210.0
EVT_00907,5,26.1,13.0,0,116.9
EVT_01918,24,18.9,73.4,5,266.0
EVT_00833,6,35.4,10.9,34,153.3
EVT_01290,20,37.0,61.3,1,440.4
EVT_01388,0,24.2,52.2,19,62.0
EVT_00874,2,26.3,19.3,0,53.6
EVT_00482,21,0.0,19.4,32,387.3
EVT_01184,2,41.3,19.4,0,252.3
EVT_01986,28,38.5,70.0,4,35.7
EVT_01775,6,36.5,16.0,0,118.5
EVT_00932,34,21.9,57.5,3,268.7
EVT_00425,10,0.0,32.2,4,3.2
EVT_01329,23,33.2,23.8,5,201.8
EVT_00527,34,21.3,73.5,6,277.5
EVT_00178,38,23.5,48.2,6,152.9
EVT_01347,2,41.6,24.6,0,162.3
EVT_01688,20,45.9,19.2,0,101.7
EVT_01639,30,31.7,45.0,6,100.8
EVT_00722,24,13.9,36.9,1,
EVT_00124,1,13.7,5.9,1,184.1
EVT_01503,16,0.0,26.7,2,96.0
EVT_01033,28,38.9,70.6,6,
EVT_01015,17,50.5,56.8,3,50.1
EVT_01667,0,48.1,34.9,2,45.2
EVT_00886,7,,10.3,0,65.0
EVT_01601,19,20.2,40.0,15,73.4
EVT_00282,17,41.9,29.7,0,471.3
