event_id,vehicle_count,avg_vehicle_speed_kmph,road_occupancy_pct,pedestrian_count,time_of_day_hr,visibility_m,rain_intensity_mmhr,signal_wait_time_s,road_wetness_pct,incident_distance_m,noise_level_db,ambient_temperature_c,humidity_pct,camera_exposure_score,camera_focus_score,lane_marking_visibility_pct,label
EVT_00472,13,23.4,16.9,1,21.49,891.0,0.0,46,7.5,49.2,45.3,20.2,54.1,1.1,94.1,70.0,Free_Flow
EVT_00473,21,5.5,49.8,1,23.08,678.8,13.98,44,81.2,20.0,54.8,16.8,98.0,20.5,85.3,53.5,Heavy_Traffic
EVT_00474,33,23.8,69.2,34,13.64,1538.6,0.0,32,0.5,109.1,55.9,31.2,64.6,91.0,92.7,92.6,Pedestrian_Event
EVT_00475,2,39.6,0.3,1,3.59,679.8,0.0,13,7.5,122.3,46.4,23.4,56.6,16.5,91.6,79.4,Low_Activity
EVT_00476,8,26.8,29.6,11,15.0,2096.9,0.0,14,19.6,257.3,47.8,30.7,52.3,75.1,87.3,73.5,Free_Flow
EVT_00477,37,16.1,61.1,3,9.53,1756.2,4.75,49,59.4,4.3,56.7,18.7,66.0,91.8,81.1,96.3,Incident
EVT_00478,19,31.4,19.0,3,7.19,2823.4,0.0,41,6.5,42.9,55.2,25.1,56.4,36.8,80.6,100.0,Free_Flow
EVT_00479,20,39.5,28.6,8,12.57,2238.8,0.1,9,28.6,178.1,55.0,32.8,57.1,88.5,68.2,83.7,Free_Flow
EVT_00480,16,0.0,18.2,32,16.68,1784.8,5.43,54,59.6,65.6,50.3,29.9,63.4,29.8,84.8,83.0,Pedestrian_Event
EVT_00481,1,39.3,8.6,0,4.58,1041.6,0.0,1,6.0,72.6,46.9,18.7,63.0,23.4,74.4,87.1,Low_Activity
EVT_00482,21,0.0,19.4,32,14.48,1744.5,3.27,49,53.7,387.3,49.4,27.2,73.0,70.1,97.6,78.7,Pedestrian_Event
EVT_00483,37,23.3,75.0,6,18.53,1233.7,16.99,45,76.3,77.0,74.6,28.6,89.5,34.6,76.8,66.4,Heavy_Traffic
EVT_00484,4,28.4,4.1,1,3.07,808.3,0.0,20,1.1,330.6,58.4,17.7,64.6,44.9,99.5,98.1,Low_Activity
EVT_00485,16,52.5,10.2,3,6.56,2275.5,0.0,24,2.7,37.6,55.1,24.0,56.5,42.6,84.5,87.0,Free_Flow
EVT_00486,28,10.9,75.1,3,20.74,718.9,0.0,101,20.5,4.8,60.8,23.7,72.2,2.3,90.5,87.7,Incident
EVT_00487,12,43.6,33.2,6,19.87,734.0,0.0,30,11.2,126.5,54.3,22.4,69.8,34.2,93.6,64.3,Free_Flow
EVT_00488,37,18.7,60.7,6,9.04,2377.4,0.0,21,29.0,158.9,60.3,27.7,54.4,85.2,91.3,84.6,Heavy_Traffic
EVT_00489,30,35.7,31.2,7,8.86,2125.9,1.22,24,58.3,99.9,55.9,24.7,72.2,62.6,97.8,91.2,Free_Flow
EVT_00490,3,47.6,17.3,1,3.22,1089.2,0.0,13,0.5,153.8,43.4,17.9,71.2,9.4,74.4,77.3,Low_Activity
EVT_00491,4,34.6,39.7,3,9.84,2785.6,0.0,35,12.2,385.8,49.7,26.2,51.3,88.7,91.6,86.8,Free_Flow
EVT_00492,30,23.2,62.5,7,23.62,853.1,0.0,32,2.6,34.3,50.6,19.5,76.3,25.8,77.5,80.6,Incident
EVT_00493,22,29.0,32.3,23,6.6,2351.1,0.0,93,14.1,82.9,54.2,21.0,43.6,47.5,91.9,84.6,Pedestrian_Event
EVT_00494,25,48.1,41.4,4,17.12,2248.0,0.0,19,15.1,230.1,49.0,33.6,55.2,78.8,80.5,100.0,Free_Flow
EVT_00495,42,17.4,49.0,2,13.31,2438.3,0.0,57,13.4,249.8,59.5,29.9,76.9,82.5,93.8,88.7,Heavy_Traffic
EVT_00496,45,30.2,91.1,8,10.25,2305.7,0.0,60,6.3,231.9,63.5,25.1,46.1,85.9,80.5,80.1,Heavy_Traffic
EVT_00497,16,18.8,68.5,3,16.73,2630.1,0.0,1,0.2,62.7,59.9,34.0,61.9,64.8,71.6,99.5,Heavy_Traffic
EVT_00498,48,21.9,57.3,7,8.76,1935.5,0.0,0,3.5,141.4,53.8,22.3,50.3,44.5,89.2,89.3,Heavy_Traffic
EVT_00499,13,22.2,30.1,12,12.93,1005.0,13.41,43,61.5,233.1,56.8,28.3,72.4,94.9,90.1,77.7,Pedestrian_Event
EVT_00500,15,35.9,46.7,5,7.49,2338.2,0.0,47,7.1,72.6,55.9,25.8,74.9,52.2,86.2,100.0,Pedestrian_Event
EVT_00501,4,67.3,20.7,0,3.15,1148.4,3.73,21,34.2,358.3,53.6,20.3,69.8,17.3,88.7,89.3,Low_Activity
EVT_00502,29,7.0,75.3,4,2.75,689.3,0.0,63,11.5,33.9,54.7,20.0,80.1,12.2,83.6,72.4,Incident
EVT_00503,0,19.9,14.0,7,19.37,892.9,0.0,96,12.6,4.3,40.9,31.6,59.8,48.9,82.1,93.5,Incident
EVT_00504,42,19.5,65.1,6,16.76,1569.7,1.3,115,41.9,89.3,62.3,33.7,48.4,48.3,81.7,86.1,Heavy_Traffic
EVT_00505,12,17.4,0.2,2,13.62,2448.8,0.0,4,12.1,446.5,51.2,31.3,54.3,100.0,84.0,91.1,Low_Activity
EVT_00506,34,14.1,79.6,7,10.66,1659.0,9.67,25,62.9,37.2,61.1,30.7,72.7,82.8,85.0,81.8,Heavy_Traffic
EVT_00507,21,15.9,34.6,38,8.17,2610.0,0.0,55,6.7,223.1,48.7,22.5,59.3,58.1,84.7,86.3,Pedestrian_Event
EVT_00508,23,6.5,68.6,2,6.27,614.2,25.18,100,94.5,9.8,66.5,16.6,90.8,48.9,75.6,67.4,Incident
EVT_00509,16,54.5,40.2,2,5.73,818.5,13.43,20,58.4,154.3,60.2,13.6,90.4,22.7,85.7,55.4,Free_Flow
EVT_00510,25,37.7,55.2,9,11.62,1939.3,0.0,28,4.3,73.0,67.3,26.9,58.1,86.0,90.6,97.8,Pedestrian_Event
EVT_00511,10,56.1,13.5,0,0.29,940.5,0.0,27,3.2,150.0,54.7,26.5,64.4,18.9,96.3,97.4,Low_Activity
EVT_00512,38,22.9,62.1,7,7.92,2306.8,0.1,112,34.8,460.3,57.4,32.4,46.0,60.1,80.8,100.0,Pedestrian_Event
EVT_00513,39,9.5,42.0,13,17.9,2302.4,0.0,41,7.7,158.8,58.3,32.9,55.3,32.5,90.3,88.9,Heavy_Traffic
EVT_00514,4,41.9,26.6,1,23.63,605.2,4.51,0,37.4,168.6,60.4,14.6,67.2,8.9,93.0,83.6,Low_Activity
EVT_00515,36,20.8,46.7,10,16.83,2079.7,3.46,68,39.3,139.5,59.2,30.8,62.2,55.6,86.4,76.7,Heavy_Traffic
EVT_00516,15,28.3,33.6,6,12.91,2437.9,0.0,12,14.7,431.9,46.9,30.5,60.0,72.2,88.3,100.0,Free_Flow
EVT_00517,36,21.8,80.3,1,18.52,2566.4,0.0,44,15.3,147.4,67.5,32.1,56.2,17.4,96.4,93.0,Heavy_Traffic
EVT_00518,29,35.5,50.3,20,13.42,1833.0,7.15,73,36.5,116.0,69.6,34.7,68.5,84.0,91.8,68.8,Pedestrian_Event
EVT_00519,37,16.7,83.1,8,12.65,1907.1,0.0,74,3.9,94.0,62.8,31.9,56.8,70.3,81.7,84.7,Heavy_Traffic
EVT_00520,2,18.4,75.0,14,14.91,2191.8,0.0,64,11.1,10.0,49.1,31.1,61.3,68.5,94.0,100.0,Heavy_Traffic
EVT_00521,11,29.5,44.3,30,18.67,2087.8,1.91,59,50.0,69.7,50.7,28.8,71.5,30.1,88.3,81.4,Pedestrian_Event
EVT_00522,3,35.6,8.0,1,23.04,924.0,0.0,7,19.1,131.5,45.1,24.4,65.8,14.3,78.2,83.1,Low_Activity
EVT_00523,12,13.5,0.0,0,21.73,1025.0,4.73,24,46.0,101.8,54.4,23.1,75.4,15.4,95.0,92.2,Low_Activity
EVT_00524,3,58.4,24.0,7,16.93,1741.0,0.0,17,0.5,160.3,59.8,32.8,67.5,42.3,86.4,95.7,Free_Flow
EVT_00525,19,41.8,36.6,4,8.7,2421.4,0.0,19,22.3,210.5,63.7,26.6,64.4,51.8,91.5,82.6,Free_Flow
EVT_00526,3,10.6,18.8,8,19.17,609.0,11.33,18,61.4,444.9,53.0,26.0,79.0,30.1,81.0,77.7,Free_Flow
EVT_00527,34,21.3,73.5,6,7.24,866.7,18.45,40,76.0,277.5,67.4,24.5,100.0,44.8,88.6,71.1,Heavy_Traffic
EVT_00528,15,36.2,12.6,3,6.61,2123.0,0.0,23,4.2,415.1,47.3,24.5,51.0,33.3,83.6,90.2,Free_Flow
EVT_00529,12,38.6,24.3,2,10.81,1638.6,0.0,2,3.9,87.7,54.6,22.4,78.8,94.6,80.0,80.7,Low_Activity
EVT_00530,3,51.8,20.5,2,23.55,982.7,0.0,16,3.6,250.2,59.8,20.0,55.9,14.3,83.6,100.0,Low_Activity
EVT_00531,26,12.5,41.9,14,16.28,2002.1,3.83,54,57.9,123.1,59.1,29.8,69.2,74.5,85.1,91.9,Heavy_Traffic
EVT_00532,24,53.6,22.1,7,13.51,2144.1,0.0,0,6.2,165.3,60.5,34.9,59.5,95.4,92.5,86.4,Free_Flow
EVT_00533,19,15.0,66.6,2,4.35,1166.3,1.82,80,42.8,4.3,49.0,15.7,72.5,26.0,85.5,67.1,Incident
EVT_00534,0,55.2,15.1,19,16.45,2537.6,0.0,19,2.1,210.0,52.5,24.1,62.6,67.3,79.7,78.5,Pedestrian_Event
EVT_00535,14,16.3,34.6,7,13.08,1679.0,4.1,51,51.2,18.7,55.4,37.1,76.2,90.0,87.0,70.6,Incident
EVT_00536,28,0.3,45.5,11,7.24,2141.0,0.75,15,38.8,47.9,60.4,16.4,83.5,49.9,80.4,77.2,Heavy_Traffic
EVT_00537,17,15.3,84.6,2,12.41,2072.9,0.0,29,11.5,17.6,44.4,32.6,51.3,82.5,83.5,100.0,Incident
EVT_00538,10,24.1,25.3,1,2.29,1425.9,0.0,24,6.3,87.5,40.6,17.5,57.3,22.9,73.7,75.7,Low_Activity
EVT_00539,11,37.6,23.4,7,7.8,2279.0,0.0,22,2.5,267.4,50.6,28.2,64.7,60.9,90.4,100.0,Free_Flow
EVT_00540,56,9.8,74.1,16,11.72,2286.8,0.0,63,13.5,103.3,75.9,29.8,57.0,100.0,83.7,74.6,Heavy_Traffic
EVT_00541,25,24.6,86.2,6,18.21,2193.4,0.0,49,1.6,278.3,59.4,30.6,67.7,35.4,79.5,87.0,Heavy_Traffic
EVT_00542,19,34.5,51.4,4,14.01,1539.5,4.22,20,45.7,40.5,54.3,31.4,77.2,80.5,82.0,78.2,Free_Flow
EVT_00543,41,6.7,48.4,9,17.08,1745.2,0.0,63,4.6,3.7,61.8,32.6,61.3,36.2,92.1,97.5,Incident
EVT_00544,15,39.0,40.6,6,10.59,2251.0,1.13,18,25.3,88.1,62.0,29.5,63.3,72.6,78.9,100.0,Free_Flow
EVT_00545,34,3.4,71.6,8,19.87,842.9,3.28,54,30.3,474.0,62.3,26.3,75.8,40.7,99.4,70.6,Heavy_Traffic
EVT_00546,3,37.6,12.0,2,23.96,927.9,0.0,24,6.1,98.5,51.1,22.8,62.5,15.4,89.2,98.3,Low_Activity
EVT_00547,11,68.1,30.0,2,19.72,1479.8,0.0,26,18.1,119.1,63.1,35.6,50.7,37.0,72.5,85.1,Low_Activity
EVT_00548,24,38.8,20.3,17,15.84,2689.0,0.0,56,4.2,57.3,53.1,34.5,53.6,53.0,89.7,91.4,Pedestrian_Event
EVT_00549,15,7.9,28.0,15,17.05,2443.7,0.0,27,60.0,433.9,55.8,38.2,56.4,64.8,97.9,80.2,Pedestrian_Event
EVT_00550,23,20.9,45.0,18,7.68,1986.4,0.0,86,4.8,295.6,52.4,25.5,72.9,62.6,81.8,77.1,Heavy_Traffic
EVT_00551,13,43.9,15.0,8,6.3,2133.5,0.0,13,6.5,111.5,54.2,22.4,71.2,34.0,91.3,90.9,Free_Flow
EVT_00552,34,12.6,77.1,11,8.92,1947.1,2.07,35,38.2,260.0,57.2,28.3,74.4,44.1,93.8,78.2,Heavy_Traffic
EVT_00553,19,29.1,70.5,4,13.79,2027.3,0.0,58,3.5,57.1,52.3,37.2,45.2,70.0,93.1,93.5,Heavy_Traffic
EVT_00554,7,58.4,52.3,3,8.06,2175.2,1.26,0,32.3,474.3,57.0,22.8,83.3,72.7,79.9,84.2,Free_Flow
EVT_00555,14,28.1,25.9,10,6.96,1958.7,0.0,23,5.4,176.2,50.1,21.2,70.8,29.8,83.3,86.0,Pedestrian_Event
EVT_00556,34,31.4,53.6,9,16.92,1796.2,0.0,50,11.4,53.8,56.1,32.0,47.9,58.6,88.7,90.7,Heavy_Traffic
EVT_00557,32,25.1,49.3,28,14.92,2152.2,0.0,31,9.4,77.3,58.6,27.4,54.5,63.2,93.0,99.6,Pedestrian_Event
EVT_00558,21,27.6,21.1,3,11.54,2104.3,4.59,22,48.4,339.1,60.2,33.5,70.4,66.2,85.2,85.0,Free_Flow
EVT_00559,26,1.5,57.1,9,7.09,1562.6,0.0,90,23.7,148.2,55.0,23.9,64.9,41.6,79.6,90.9,Heavy_Traffic
EVT_00560,14,15.3,35.7,10,15.92,1757.6,7.6,57,39.2,81.0,51.1,35.2,57.7,54.3,79.3,58.0,Incident
EVT_00561,22,36.1,40.3,15,8.74,1987.7,0.0,18,27.9,101.9,53.7,25.4,63.8,57.6,88.2,92.8,Pedestrian_Event
EVT_00562,48,0.0,84.2,5,6.42,2236.1,0.0,78,0.2,169.6,58.0,19.6,61.9,37.7,82.7,98.2,Heavy_Traffic
EVT_00563,27,8.5,50.0,5,10.3,1766.1,5.77,80,40.3,292.2,59.0,28.0,77.0,82.4,79.7,88.9,Heavy_Traffic
EVT_00564,28,44.3,24.7,6,14.61,1957.4,0.0,20,9.9,172.3,58.9,29.5,59.5,46.7,77.4,99.4,Free_Flow
EVT_00565,28,41.4,14.7,0,21.7,1378.6,0.0,41,40.0,72.8,57.9,27.1,60.4,8.4,96.3,64.0,Free_Flow
EVT_00566,18,15.6,41.5,1,2.6,733.3,0.33,6,40.8,32.3,43.0,21.5,62.8,22.9,99.0,80.8,Incident
EVT_00567,9,38.7,58.7,23,13.21,2145.3,0.0,37,6.6,103.3,51.3,23.9,68.4,90.3,96.8,84.0,Pedestrian_Event
EVT_00568,13,23.2,35.1,16,13.16,2282.8,4.43,10,53.6,35.4,56.8,29.5,71.3,85.2,96.6,75.4,Pedestrian_Event
EVT_00569,30,21.1,47.2,3,20.51,726.4,0.0,56,1.1,4.0,52.2,19.2,75.3,18.1,91.0,90.4,Incident
EVT_00570,28,47.6,22.0,4,10.19,1930.2,2.48,0,39.3,394.0,63.9,26.0,79.3,74.5,96.2,94.4,Free_Flow
EVT_00571,26,1.5,60.9,7,18.65,2671.1,0.0,67,10.0,410.5,67.0,30.9,59.3,21.8,81.8,83.2,Heavy_Traffic
EVT_00572,34,26.9,54.7,5,7.93,2087.2,0.0,80,10.0,70.9,57.2,29.9,65.8,48.9,81.1,100.0,Heavy_Traffic
EVT_00573,27,41.1,41.1,27,18.07,2614.2,0.0,62,2.7,118.3,63.3,32.0,74.7,27.4,84.8,89.5,Pedestrian_Event
EVT_00574,23,18.9,55.8,5,8.72,1883.1,0.67,99,43.9,157.5,53.7,29.5,81.9,51.3,80.5,88.0,Incident
EVT_00575,20,61.2,35.1,3,17.12,1979.2,1.42,32,56.1,93.0,54.2,25.6,70.0,29.4,80.8,71.2,Free_Flow
EVT_00576,3,51.4,0.0,1,0.14,855.8,5.83,10,58.4,462.7,55.2,15.3,71.5,1.5,86.6,75.1,Low_Activity
EVT_00577,35,3.9,61.7,16,10.94,2353.9,0.0,31,4.9,199.3,58.9,24.9,60.9,84.9,87.6,94.8,Pedestrian_Event
EVT_00578,5,43.9,5.3,1,3.19,1031.2,0.29,7,50.3,111.2,56.3,21.2,69.5,25.3,88.9,90.3,Low_Activity
EVT_00579,11,24.7,41.7,3,21.63,810.1,0.0,13,25.8,35.2,51.6,26.0,69.6,23.0,86.1,69.6,Free_Flow
EVT_00580,8,37.1,17.0,3,5.22,1111.8,0.0,45,1.7,183.4,56.8,20.3,76.8,16.5,80.7,82.0,Free_Flow
EVT_00581,25,6.2,30.8,3,10.93,1808.7,0.0,41,5.1,41.0,51.4,31.5,69.5,69.8,80.8,86.0,Incident
EVT_00582,30,34.4,56.1,5,7.14,1946.7,0.0,24,24.6,112.8,54.1,18.9,70.8,45.6,86.4,94.9,Heavy_Traffic
EVT_00583,4,29.0,5.0,0,3.85,988.9,3.28,23,36.1,207.1,41.9,19.3,80.8,12.1,90.6,92.9,Low_Activity
EVT_00584,5,32.8,15.0,2,18.32,1659.5,6.76,2,49.4,53.8,60.3,21.0,87.5,19.7,88.0,71.6,Low_Activity
EVT_00585,30,16.0,27.2,17,12.85,2339.3,0.0,64,0.1,95.6,55.3,28.9,50.9,63.2,82.8,89.5,Incident
EVT_00586,2,51.4,24.4,1,23.35,787.7,3.34,8,37.1,108.6,42.8,18.0,78.0,10.3,94.5,89.1,Low_Activity
EVT_00587,18,42.3,27.9,12,11.99,1992.1,0.0,35,7.3,252.3,58.0,33.3,55.4,73.2,90.0,76.8,Free_Flow
EVT_00588,21,35.2,23.5,2,5.52,1102.2,0.0,9,1.7,154.2,62.8,20.0,58.3,6.3,86.7,85.7,Free_Flow
EVT_00589,27,30.5,39.6,23,14.78,2034.1,3.2,16,35.7,110.8,62.8,33.8,66.3,87.8,89.8,81.2,Pedestrian_Event
EVT_00590,0,53.9,39.2,3,12.87,1774.1,1.01,25,21.8,42.4,50.9,34.5,66.1,68.3,96.4,99.2,Free_Flow
EVT_00591,26,45.3,15.5,3,16.46,2177.5,0.0,29,14.9,328.4,48.1,40.6,57.4,60.9,82.7,89.6,Free_Flow
EVT_00592,2,47.7,13.9,1,0.26,971.5,3.34,8,30.8,77.2,55.3,25.6,75.1,20.0,85.5,75.7,Low_Activity
EVT_00593,7,44.9,3.3,10,17.69,1838.2,2.62,0,24.2,163.2,59.2,32.8,63.4,57.3,83.1,79.0,Low_Activity
EVT_00594,16,51.9,9.4,1,23.14,893.4,5.9,0,52.5,136.1,63.5,21.2,89.1,27.8,83.5,53.8,Low_Activity
EVT_00595,7,48.5,25.8,5,10.11,2379.4,0.0,33,4.9,52.7,53.0,25.9,70.3,77.7,81.8,77.1,Free_Flow
EVT_00596,35,19.2,95.3,5,11.56,1879.5,5.93,75,41.6,403.1,65.9,28.3,68.0,77.0,79.6,88.0,Heavy_Traffic
EVT_00597,8,21.9,31.0,7,8.19,1608.3,0.0,59,8.3,376.7,50.8,22.5,65.6,62.0,84.0,94.9,Pedestrian_Event
EVT_00598,20,0.0,27.8,15,16.66,2059.5,3.35,40,45.8,19.8,51.5,32.8,67.7,63.8,87.4,72.8,Incident
EVT_00599,3,43.1,0.0,2,0.68,1032.8,0.0,23,8.9,66.5,53.8,21.0,62.2,4.7,75.1,76.9,Low_Activity
EVT_00600,13,64.3,1.9,6,19.96,920.1,2.96,37,38.3,64.4,46.7,22.1,82.3,24.6,86.6,79.4,Free_Flow
EVT_00601,45,19.1,53.2,5,16.74,2092.8,0.62,57,39.1,278.2,70.0,30.3,69.9,31.7,83.4,77.1,Heavy_Traffic
EVT_00602,26,0.0,41.8,6,12.13,1941.5,5.74,0,41.3,110.1,54.8,27.7,60.7,99.8,82.1,95.2,Incident
EVT_00603,21,10.6,59.9,2,16.09,1391.7,12.89,134,57.9,37.2,59.4,27.7,80.0,59.7,90.4,75.0,Heavy_Traffic
EVT_00604,19,13.0,30.2,3,3.52,1274.0,0.0,49,8.0,12.4,57.3,19.8,68.4,33.2,73.2,80.5,Incident
EVT_00605,4,26.9,39.1,8,20.57,984.1,0.0,35,5.4,177.2,42.0,27.4,61.3,8.6,83.2,92.1,Pedestrian_Event
EVT_00606,24,43.6,43.4,1,21.06,755.7,0.0,38,2.2,193.8,53.6,22.3,66.4,39.9,89.1,82.1,Free_Flow
EVT_00607,17,16.0,55.5,21,14.73,2078.3,3.34,61,45.9,46.1,57.0,32.1,93.4,74.2,77.8,79.0,Pedestrian_Event
EVT_00608,5,59.2,5.3,2,18.06,992.5,17.86,17,87.2,349.5,64.1,26.4,98.8,41.1,79.2,83.8,Low_Activity
EVT_00609,21,22.2,58.4,3,10.2,2083.1,0.0,60,4.5,20.8,46.6,29.0,66.1,49.2,87.5,97.9,Incident
EVT_00610,13,34.8,20.0,13,15.08,2692.1,0.0,45,1.6,392.2,61.6,30.7,52.7,58.9,80.8,100.0,Pedestrian_Event
EVT_00611,1,49.8,14.3,1,22.57,1196.9,2.2,25,31.7,362.3,49.8,20.8,80.2,18.6,83.0,73.5,Low_Activity
EVT_00612,31,21.6,66.3,1,3.94,694.5,0.0,35,2.0,81.4,50.8,15.2,66.7,7.2,80.4,83.8,Incident
EVT_00613,30,45.3,56.0,29,14.43,2299.3,0.0,95,3.7,74.9,58.7,32.0,51.8,74.9,73.0,86.4,Pedestrian_Event
EVT_00614,17,12.5,81.2,1,17.05,2118.1,0.0,21,7.0,71.4,59.2,34.4,57.2,64.4,76.6,81.6,Heavy_Traffic
EVT_00615,22,19.6,58.3,9,17.25,2154.1,0.0,52,0.5,178.9,50.4,29.8,64.7,61.3,76.3,78.9,Heavy_Traffic
EVT_00616,22,62.0,19.9,2,23.09,512.9,13.14,28,60.2,399.4,58.1,30.6,61.1,22.6,85.5,62.4,Free_Flow
EVT_00617,17,23.8,65.2,2,23.25,781.9,0.57,24,60.5,40.9,46.1,21.0,75.9,20.8,77.8,75.5,Incident
EVT_00618,11,32.4,25.1,19,17.57,2241.0,0.0,30,4.8,40.8,51.1,33.4,67.4,50.4,88.5,88.8,Pedestrian_Event
EVT_00619,26,23.3,60.4,35,7.97,2598.9,0.0,52,29.0,155.6,53.7,19.6,68.7,42.2,83.5,89.8,Pedestrian_Event
EVT_00620,19,13.2,62.9,4,8.26,1917.8,0.0,94,13.3,316.6,48.1,25.9,72.2,76.2,87.9,99.9,Heavy_Traffic
EVT_00621,1,50.0,4.1,2,22.85,1812.2,0.0,9,2.5,429.0,48.6,24.5,65.8,25.5,92.5,89.9,Low_Activity
EVT_00622,11,48.8,15.0,2,21.08,1307.6,5.59,36,49.9,141.9,48.8,24.0,79.2,24.1,91.4,75.5,Free_Flow
EVT_00623,36,20.9,55.3,2,6.32,2380.8,0.0,35,2.3,358.1,61.5,19.4,70.9,42.2,94.4,100.0,Heavy_Traffic
EVT_00624,18,57.5,24.1,2,21.16,1291.7,0.0,30,4.1,47.7,60.0,21.4,79.6,28.1,85.8,70.0,Free_Flow
EVT_00625,35,28.3,34.5,30,19.79,703.6,0.0,49,10.6,46.5,57.7,26.7,65.0,38.7,82.2,90.5,Pedestrian_Event
EVT_00626,19,33.0,14.1,8,12.28,1985.7,6.19,38,30.7,311.8,64.3,34.6,66.0,78.2,93.7,79.7,Free_Flow
EVT_00627,49,15.3,81.8,3,19.26,866.7,2.5,0,52.2,47.2,62.6,31.1,73.0,16.5,89.7,89.0,Heavy_Traffic
EVT_00628,4,67.9,17.4,0,8.65,1992.4,9.27,18,79.9,269.0,58.3,28.7,91.4,63.2,79.0,83.3,Low_Activity
EVT_00629,8,52.5,6.2,2,6.06,1339.3,5.15,28,46.0,101.0,52.5,22.1,73.9,40.3,86.7,77.6,Free_Flow
EVT_00630,5,19.6,0.0,1,21.7,1278.8,2.87,22,53.0,61.1,46.3,19.3,77.6,18.0,91.9,74.7,Low_Activity
EVT_00631,17,42.4,38.1,2,15.51,2320.6,0.0,26,2.6,145.0,55.9,36.8,59.8,93.7,86.4,100.0,Low_Activity
EVT_00632,15,61.0,36.8,11,19.29,611.1,0.0,25,4.0,251.0,57.0,32.8,62.9,41.0,91.0,82.5,Free_Flow
EVT_00633,3,24.4,6.9,1,4.4,1614.9,0.0,12,14.5,129.3,46.8,22.5,71.6,21.2,93.5,81.8,Low_Activity
EVT_00634,4,56.4,27.4,1,23.29,903.7,0.0,25,0.6,104.2,48.0,20.1,64.0,9.2,99.2,73.5,Low_Activity
EVT_00635,13,42.5,55.5,6,19.96,808.3,0.0,10,5.2,181.5,47.5,29.5,73.8,16.2,68.3,74.6,Heavy_Traffic
EVT_00636,12,21.2,67.2,31,18.92,1979.9,0.35,62,38.1,453.0,44.4,32.5,70.6,22.7,83.2,71.7,Pedestrian_Event
EVT_00637,16,39.7,31.6,7,20.14,1162.4,0.0,21,6.1,107.2,59.3,26.9,54.8,36.9,87.0,83.8,Free_Flow
EVT_00638,12,30.7,23.7,3,14.93,337.5,27.85,19,100.0,47.2,67.1,26.3,100.0,70.6,85.0,45.4,Free_Flow
EVT_00639,15,63.5,14.8,1,22.93,875.3,0.0,9,13.6,102.3,59.1,20.2,63.3,0.2,81.6,69.9,Free_Flow
EVT_00640,20,8.9,50.8,16,8.03,1817.4,1.94,50,35.5,67.1,55.5,27.0,51.3,49.0,94.3,89.4,Pedestrian_Event
EVT_00641,18,6.0,59.2,10,9.9,1341.5,11.22,54,54.0,8.0,54.1,26.3,84.1,69.5,75.0,85.1,Incident
EVT_00642,45,24.5,56.3,8,14.21,2500.4,0.0,44,2.6,38.7,55.8,33.2,49.9,73.9,87.1,99.6,Incident
EVT_00643,34,16.0,83.0,10,15.68,2165.8,0.0,54,3.0,148.9,66.9,34.0,51.8,51.8,80.2,86.2,Heavy_Traffic
EVT_00644,19,30.2,46.7,22,16.28,2604.8,0.0,16,1.5,62.0,50.6,37.4,70.8,53.8,78.8,94.4,Pedestrian_Event
EVT_00645,8,20.6,5.6,1,7.2,1677.0,7.17,27,48.4,380.5,44.8,20.8,79.0,44.3,90.2,82.3,Low_Activity
EVT_00646,44,14.4,87.9,5,7.69,2134.6,0.0,62,5.7,71.0,57.3,17.5,78.8,48.0,82.8,84.7,Heavy_Traffic
EVT_00647,7,26.9,15.0,2,22.54,1080.0,0.0,33,6.5,79.4,40.7,29.3,59.5,31.5,79.7,88.5,Low_Activity
EVT_00648,36,22.4,61.0,8,17.83,1805.7,4.82,90,49.6,44.6,64.5,22.0,74.0,52.7,75.4,64.5,Heavy_Traffic
EVT_00649,11,17.2,55.5,17,15.38,2189.8,0.0,47,16.7,14.8,48.5,33.5,68.1,66.5,86.4,85.9,Incident
EVT_00650,14,54.8,19.4,1,8.23,1245.9,14.49,24,61.8,259.7,67.7,22.2,100.0,57.3,70.7,75.1,Free_Flow
EVT_00651,10,33.5,39.6,10,5.47,1031.9,0.0,42,12.0,104.9,42.2,26.9,54.6,7.9,83.4,87.3,Pedestrian_Event
EVT_00652,36,31.5,14.0,21,12.84,2876.6,0.0,32,4.0,259.2,55.4,33.2,66.4,94.3,83.1,81.3,Pedestrian_Event
EVT_00653,26,29.7,48.8,13,7.87,2259.6,0.77,24,35.4,70.4,57.4,22.5,71.0,62.5,94.9,99.1,Pedestrian_Event
EVT_00654,7,50.5,41.3,30,18.17,1927.3,6.25,30,45.1,74.4,56.9,31.5,69.7,49.0,74.8,88.2,Pedestrian_Event
EVT_00655,30,28.9,75.5,2,23.72,1239.6,0.0,39,44.1,30.2,54.0,26.4,63.9,42.2,88.3,91.0,Incident
EVT_00656,21,31.3,41.6,2,17.93,2358.4,1.47,38,35.0,45.0,52.6,32.8,65.5,33.2,92.8,91.5,Pedestrian_Event
EVT_00657,30,36.3,47.8,30,13.28,2384.1,0.16,10,13.7,35.7,52.2,29.7,74.7,92.3,91.0,87.9,Pedestrian_Event
EVT_00658,44,12.0,48.3,10,18.83,1604.3,0.0,62,3.6,187.1,56.2,28.2,64.7,22.4,75.4,88.8,Heavy_Traffic
