event_id,problem,column,original_value,corrupted_value
EVT_01278,missing_value,incident_distance_m,254.8,
EVT_01438,missing_value,signal_wait_time_s,13.0,
EVT_00834,missing_value,noise_level_db,53.6,
EVT_01796,missing_value,avg_vehicle_speed_kmph,40.5,
EVT_01316,outlier,pedestrian_count,1,-58
EVT_00415,outlier,incident_distance_m,40.4,11283.73
EVT_01847,outlier,signal_wait_time_s,33.0,-310
EVT_00216,outlier,vehicle_count,28,1608
EVT_01341,outlier,humidity_pct,56.2,838.36
EVT_00916,outlier,road_occupancy_pct,23.6,649.43
EVT_00021,outlier,pedestrian_count,5,1292
EVT_01343,outlier,avg_vehicle_speed_kmph,40.2,-85.08
EVT_00044,outlier,avg_vehicle_speed_kmph,47.0,-124.17
EVT_00362,outlier,ambient_temperature_c,,-41.07
EVT_01866,outlier,signal_wait_time_s,23.0,2512
EVT_01250,outlier,visibility_m,1179.1,-5651.04
EVT_00357,outlier,visibility_m,2260.7,-3425.87
EVT_01843,outlier,road_occupancy_pct,41.7,1592.98
EVT_01098,outlier,avg_vehicle_speed_kmph,,-151.25
EVT_00107,outlier,humidity_pct,73.4,9999.0
EVT_01805,outlier,signal_wait_time_s,62.0,9999
EVT_01026,outlier,road_occupancy_pct,25.9,1081.18
EVT_01424,outlier,pedestrian_count,6,1710
EVT_00526,outlier,humidity_pct,79.0,1108.45
EVT_00972,outlier,visibility_m,1016.4,-5161.43
EVT_00661,outlier,incident_distance_m,5.1,9498.92
EVT_00876,outlier,road_occupancy_pct,73.3,-197.11
EVT_01666,outlier,pedestrian_count,25,1554
EVT_00631,outlier,pedestrian_count,2,9999
EVT_00023,outlier,humidity_pct,68.6,-85.97
EVT_01178,outlier,visibility_m,1245.8,51969.61
EVT_01627,outlier,humidity_pct,73.8,1485.0
EVT_00090,outlier,road_occupancy_pct,63.0,-107.09
EVT_01119,outlier,incident_distance_m,244.9,-563.51
EVT_00409,outlier,pedestrian_count,4,-51
EVT_01302,outlier,incident_distance_m,207.6,9999.0
EVT_00800,outlier,avg_vehicle_speed_kmph,15.4,-83.91
EVT_01426,outlier,avg_vehicle_speed_kmph,37.3,1112.27
EVT_01828,outlier,humidity_pct,68.6,1245.44
EVT_01241,outlier,pedestrian_count,7,-79
EVT_01685,outlier,road_occupancy_pct,68.4,2004.0
EVT_00754,outlier,ambient_temperature_c,29.5,9999.0
EVT_00826,outlier,signal_wait_time_s,57.0,9999
EVT_00575,outlier,avg_vehicle_speed_kmph,61.2,854.47
EVT_01339,wrong_label,label,Pedestrian_Event,Heavy_Traffic
EVT_01190,wrong_label,label,Low_Activity,Pedestrian_Event
EVT_00393,wrong_label,label,Free_Flow,Pedestrian_Event
EVT_01177,wrong_label,label,Free_Flow,Incident
EVT_00253,wrong_label,label,Heavy_Traffic,Free_Flow
EVT_01858,wrong_label,label,Free_Flow,Pedestrian_Event
EVT_01458,wrong_label,label,Incident,Heavy_Traffic
EVT_01538,wrong_label,label,Heavy_Traffic,Pedestrian_Event
EVT_01084,wrong_label,label,Free_Flow,Low_Activity
EVT_00179,wrong_label,label,Heavy_Traffic,Low_Activity
EVT_01103,wrong_label,label,Heavy_Traffic,Incident
EVT_00880,wrong_label,label,Low_Activity,Heavy_Traffic
EVT_01797,wrong_label,label,Heavy_Traffic,Pedestrian_Event
EVT_01705,wrong_label,label,Free_Flow,Pedestrian_Event
EVT_00144,wrong_label,label,Heavy_Traffic,Incident
EVT_01475,wrong_label,label,Pedestrian_Event,Incident
EVT_01588,wrong_label,label,Heavy_Traffic,Free_Flow
EVT_00306,wrong_label,label,Free_Flow,Pedestrian_Event
EVT_01071,wrong_label,label,Free_Flow,Incident
EVT_01473,wrong_label,label,Heavy_Traffic,Pedestrian_Event
EVT_01665,wrong_label,label,Free_Flow,Heavy_Traffic
EVT_01422,wrong_label,label,Low_Activity,Free_Flow
EVT_00701,wrong_label,label,Low_Activity,Incident
EVT_00099,wrong_label,label,Incident,Pedestrian_Event
EVT_00210,wrong_label,label,Heavy_Traffic,Free_Flow
EVT_01192,wrong_label,label,Low_Activity,Incident
EVT_01581,wrong_label,label,Low_Activity,Incident
EVT_00543,wrong_label,label,Incident,Low_Activity
EVT_01329,wrong_label,label,Free_Flow,Incident
EVT_01434,wrong_label,label,Free_Flow,Low_Activity
EVT_01052,wrong_label,label,Heavy_Traffic,Low_Activity
EVT_00273,wrong_label,label,Free_Flow,Pedestrian_Event
EVT_01201,wrong_label,label,Incident,Low_Activity
EVT_01572,wrong_label,label,Free_Flow,Low_Activity
EVT_00667,wrong_label,label,Incident,Pedestrian_Event
EVT_00579,wrong_label,label,Free_Flow,Low_Activity
EVT_00785,wrong_label,label,Pedestrian_Event,Heavy_Traffic
EVT_01654,wrong_label,label,Pedestrian_Event,Free_Flow
EVT_00246,wrong_label,label,Low_Activity,Incident
EVT_01295,wrong_label,label,Heavy_Traffic,Pedestrian_Event
EVT_00797,wrong_label,label,Free_Flow,Incident
EVT_00343,wrong_label,label,Free_Flow,Low_Activity
EVT_01485,wrong_label,label,Low_Activity,Free_Flow
EVT_00877,wrong_label,label,Incident,Low_Activity
EVT_00091,wrong_label,label,Free_Flow,Incident
EVT_00666,wrong_label,label,Free_Flow,Low_Activity
EVT_00802,wrong_label,label,Incident,Free_Flow
EVT_01125,wrong_label,label,Heavy_Traffic,Low_Activity
EVT_01211,wrong_label,label,Incident,Free_Flow
EVT_00668,wrong_label,label,Free_Flow,Pedestrian_Event
EVT_D0001,exact_duplicate,*,EVT_01075,EVT_D0001
EVT_D0002,exact_duplicate,*,EVT_00145,EVT_D0002
EVT_D0003,exact_duplicate,*,EVT_01019,EVT_D0003
EVT_D0004,near_duplicate,*,EVT_01820,EVT_D0004
EVT_D0005,near_duplicate,*,EVT_00260,EVT_D0005
EVT_D0006,exact_duplicate,*,EVT_01048,EVT_D0006
EVT_D0007,exact_duplicate,*,EVT_00317,EVT_D0007
EVT_D0008,exact_duplicate,*,EVT_01359,EVT_D0008
EVT_D0009,exact_duplicate,*,EVT_00451,EVT_D0009
EVT_D0010,exact_duplicate,*,EVT_01895,EVT_D0010
EVT_D0011,exact_duplicate,*,EVT_00201,EVT_D0011
EVT_D0012,near_duplicate,*,EVT_01334,EVT_D0012
EVT_D0013,near_duplicate,*,EVT_01032,EVT_D0013
EVT_D0014,exact_duplicate,*,EVT_01849,EVT_D0014
EVT_D0015,exact_duplicate,*,EVT_00341,EVT_D0015
EVT_D0016,near_duplicate,*,EVT_00427,EVT_D0016
EVT_D0017,exact_duplicate,*,EVT_01382,EVT_D0017
EVT_D0018,exact_duplicate,*,EVT_01039,EVT_D0018
EVT_D0019,near_duplicate,*,EVT_01912,EVT_D0019
EVT_D0020,near_duplicate,*,EVT_01691,EVT_D0020
EVT_D0021,exact_duplicate,*,EVT_00831,EVT_D0021
EVT_D0022,exact_duplicate,*,EVT_01291,EVT_D0022
EVT_D0023,exact_duplicate,*,EVT_01155,EVT_D0023
EVT_D0024,exact_duplicate,*,EVT_00287,EVT_D0024
EVT_D0025,exact_duplicate,*,EVT_00315,EVT_D0025
EVT_D0026,exact_duplicate,*,EVT_01728,EVT_D0026
EVT_D0027,exact_duplicate,*,EVT_00055,EVT_D0027
EVT_D0028,exact_duplicate,*,EVT_01225,EVT_D0028
EVT_D0029,near_duplicate,*,EVT_01714,EVT_D0029
EVT_D0030,exact_duplicate,*,EVT_01745,EVT_D0030
